Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G7 & (G1 | G8)	17	3	0.202378	2.5851
G1	2	G7 & (G4 | G8)	18	3	0.270560	2.5669
G1	3	G7 & (G6 | ~G5)	18	3	0.315304	2.5222
G1	4	G7 & (G10 | G4)	18	3	0.321571	2.5159
G1	5	G7 & (G1 | G6)	18	3	0.332815	2.5047
G1	6	G4 & (G7 | ~G6)	18	3	0.351235	2.4863
G1	7	G4 & (G2 | G7)	18	3	0.359717	2.4778
G1	8	G7 & (G3 | G8)	18	3	0.455090	2.3824
G1	9	G3 | (G7 & G8)	18	3	0.457525	2.3800
G1	10	G4 & G7 & ~G5	18	3	0.461218	2.3763
G1	11	G7 | (G3 & G8)	17	3	0.455090	2.3324
G1	12	G3 & (G10 | G4)	17	3	0.460637	2.3269
G1	13	G3 | (G6 & G7)	17	3	0.470328	2.3172
G1	14	G3 | (G2 & G4)	18	3	0.531691	2.3058
G1	15	G7 & (G1 | G4)	18	3	0.542217	2.2953
G1	16	G7 & (G3 | G4)	18	3	0.580752	2.2567
G1	17	G4 & G7	18	2	0.587363	2.2501
G1	18	G7 | (G3 & G4)	17	3	0.580752	2.2067
G1	19	G3 & (G2 | G7)	17	3	0.612464	2.1750
G1	20	G3 & G7	17	2	0.673063	2.1144
G1	21	G3 & (G4 | G6)	17	3	0.734683	2.0528
G1	22	G7 | (G3 & G5)	17	3	0.736045	2.0515
G1	23	G3 | G7	17	2	0.736605	2.0509
G1	24	G7 & (G2 | G4 | G5)	17	4	0.247491	2.0400
G1	25	G3 & G4	17	2	0.794043	1.9935
G1	26	G3 | (G2 & G4 & G7)	18	4	0.359074	1.9784
G1	27	G7 | (G1 & G6) | (G3 & G6)	17	4	0.373477	1.9140
G1	28	G7 | (G1 & G10 & G8)	17	4	0.375607	1.9119
G1	29	G7 & (G4 | G8 | G9)	18	4	0.461293	1.8762
G1	30	G4 & G7 & (G3 | G8) & (G3 | G9)	18	5	0.061953	1.8380
G1	31	G7 & (G1 | G3 | G4)	18	4	0.527098	1.8104
G1	32	G7 & (G10 | G4 | G9) & (G4 | G8 | G9)	18	5	0.098375	1.8016
G1	33	G1 | G3	17	2	0.985961	1.8015
G1	34	G7 | (G10 & G2 & G3)	17	4	0.617050	1.6705
G1	35	G7	17	1	0.728482	1.5590
G1	36	G3	17	1	1.162780	1.2875
