generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	12.08	6.59	1	19	0.340	0.0	1.0	0.8011	0.2051	1.1015
1	14.40	6.12	2	19	0.310	0.0	1.0	0.7748	0.2051	1.1015
2	16.42	5.47	2	19	0.240	0.0	1.0	0.7333	0.2051	1.1015
3	16.60	5.09	2	19	0.130	0.0	0.5	0.7225	0.2030	1.1015
4	17.68	3.93	1	19	0.120	0.0	1.5	0.6594	0.1083	1.1015
5	17.20	3.95	2	19	0.190	0.0	1.5	0.6306	0.1083	1.1015
6	17.00	3.42	7	19	0.180	0.0	1.0	0.6205	0.1885	1.1015
7	17.36	3.53	3	19	0.120	0.0	0.5	0.6379	0.1885	1.1008
8	17.28	3.57	2	19	0.140	0.0	1.0	0.6009	0.1885	1.1015
9	17.76	2.75	5	19	0.200	0.0	0.5	0.5716	0.1885	1.1015
10	17.36	3.41	2	19	0.140	0.0	1.0	0.5753	0.1885	1.1008
11	17.70	3.42	1	19	0.110	0.0	1.0	0.5877	0.1885	1.1015
12	15.86	5.27	2	19	0.180	0.0	1.0	0.7076	0.1885	1.1015
13	17.34	3.56	2	19	0.140	0.0	0.5	0.6352	0.1885	1.1015
14	17.36	3.31	6	19	0.120	0.0	0.5	0.6534	0.1885	1.1015
15	16.98	4.36	1	19	0.130	0.0	0.5	0.5585	0.1885	1.1015
16	17.82	2.33	8	19	0.120	0.0	1.0	0.5895	0.0864	1.1015
17	16.52	5.05	1	19	0.100	0.0	1.5	0.6565	0.0950	1.1015
18	17.76	2.42	7	19	0.180	0.0	1.0	0.5823	0.0864	1.1015
19	17.60	3.24	2	19	0.120	0.0	1.0	0.6517	0.1885	1.1015
20	17.28	3.47	7	19	0.140	0.0	0.5	0.6975	0.1885	1.1015
21	17.84	3.00	2	19	0.150	0.0	1.0	0.5709	0.1134	1.1015
22	17.16	3.98	1	19	0.100	0.0	1.0	0.6182	0.1134	1.1015
23	16.28	4.81	1	19	0.220	0.0	1.0	0.6770	0.1885	1.1015
24	17.74	2.61	7	19	0.140	0.0	0.5	0.5979	0.1134	1.1015
25	16.70	4.64	2	19	0.160	0.0	1.5	0.6449	0.0426	1.1015
26	17.10	3.50	2	19	0.190	0.0	1.0	0.6354	0.0329	1.1015
27	17.94	2.68	2	19	0.100	0.0	0.5	0.6418	0.1885	1.1015
28	17.52	3.02	2	19	0.120	0.0	1.0	0.5721	0.1885	1.1015
29	17.62	3.03	2	19	0.130	0.0	1.5	0.6182	0.1754	1.1015
30	17.88	2.65	2	19	0.140	0.0	1.0	0.6141	0.1885	1.1015
31	17.06	3.74	1	19	0.190	0.0	1.0	0.5985	0.1574	1.1015
32	17.00	3.05	7	19	0.160	0.0	1.0	0.6448	0.0329	1.1015
33	16.88	4.49	2	19	0.160	0.0	0.5	0.6431	0.1885	1.1015
34	17.10	3.70	2	19	0.180	0.0	1.0	0.6708	0.0864	1.1015
35	16.70	4.09	2	19	0.160	0.0	1.0	0.6849	0.1885	1.1015
36	17.48	2.96	7	19	0.190	0.0	1.0	0.5990	0.0196	1.1015
37	16.54	5.02	2	19	0.250	0.0	1.5	0.6510	0.0329	1.1015
38	16.92	3.67	2	19	0.150	0.0	1.0	0.6680	0.0329	1.1015
39	16.84	4.43	1	19	0.180	0.0	1.0	0.6364	0.0329	1.1015
40	17.44	3.16	2	19	0.070	0.0	0.5	0.6819	0.1885	1.1015
41	16.32	4.09	2	19	0.160	0.0	0.5	0.6656	0.1885	1.1015
42	16.84	4.00	3	19	0.150	0.0	1.5	0.6274	0.1885	1.1008
43	16.94	4.19	2	19	0.110	0.0	0.5	0.6226	0.1885	1.1015
44	16.82	4.54	2	19	0.150	0.0	1.0	0.6556	0.1885	1.1015
45	17.14	4.02	2	19	0.130	0.0	1.0	0.5540	0.0329	1.1015
46	16.40	5.10	1	19	0.140	0.0	1.0	0.6827	0.1885	1.1015
47	16.26	5.04	2	19	0.170	0.0	1.0	0.6164	0.0329	1.1015
48	16.40	4.91	1	19	0.190	0.0	1.5	0.6180	0.0466	1.1015
49	17.44	3.37	2	19	0.100	0.0	1.0	0.6440	0.0329	1.1015
50	16.58	4.14	2	19	0.110	0.0	0.5	0.6623	0.1885	1.1015
