generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	10.04	4.12	1	19	0.370	0.0	0.5	1.1066	0.2409	2.0449
1	11.94	3.95	2	19	0.350	0.0	1.0	1.1140	0.1696	2.0449
2	12.26	5.47	1	19	0.430	0.0	0.5	0.8861	0.3417	2.0449
3	14.06	5.71	1	19	0.460	0.0	0.5	0.7762	0.2512	2.0449
4	13.44	6.71	1	19	0.450	0.0	0.5	0.8357	0.1524	1.9731
5	12.70	6.62	1	19	0.420	0.0	0.5	0.8065	0.2251	1.9731
6	12.68	6.66	1	19	0.410	0.0	0.5	0.8200	0.2586	1.9731
7	12.78	6.73	1	19	0.370	0.0	0.5	0.7771	0.2470	1.9731
8	14.44	6.10	1	19	0.380	0.0	0.5	0.7983	0.2586	2.0449
9	13.86	5.80	1	19	0.280	0.0	0.5	0.6907	0.1427	1.9731
10	13.60	5.98	1	19	0.230	0.0	0.5	0.6860	0.1369	1.9731
11	14.26	5.39	2	19	0.150	0.0	0.5	0.5653	0.1524	1.8862
12	14.50	5.19	1	19	0.230	0.0	0.5	0.5202	0.1524	1.7759
13	15.96	4.00	2	19	0.120	0.0	0.5	0.4944	0.2557	2.0449
14	16.00	3.87	7	19	0.100	0.0	0.5	0.6286	0.2557	2.0449
15	15.74	3.92	2	19	0.140	0.0	0.5	0.5765	0.1524	1.9731
16	15.10	5.09	2	19	0.150	0.0	0.5	0.5468	0.1621	2.0449
17	15.38	3.93	7	19	0.200	0.0	1.0	0.5870	0.1225	1.9731
18	15.90	3.73	3	19	0.080	0.0	0.5	0.5726	0.1621	2.0449
19	16.28	3.89	6	19	0.100	0.0	0.5	0.5695	0.1544	2.0449
20	15.78	4.35	7	19	0.150	0.0	0.5	0.6437	0.1544	2.0449
21	16.34	3.71	7	19	0.210	0.0	1.0	0.5001	0.0404	1.8862
22	15.36	4.75	2	19	0.120	0.0	0.5	0.5316	0.1324	2.0334
23	15.44	4.70	2	19	0.160	0.0	1.0	0.5188	0.0740	1.9731
24	16.14	3.97	6	19	0.070	0.0	0.5	0.4546	0.1261	1.8862
25	16.02	4.40	1	19	0.130	0.0	1.5	0.4258	0.0940	1.9731
26	15.50	4.35	1	19	0.180	0.0	1.0	0.6140	0.1217	2.0334
27	16.04	4.04	7	19	0.130	0.0	0.5	0.5592	0.0994	1.9731
28	15.12	4.52	6	19	0.180	0.0	1.0	0.5468	0.0994	2.0449
29	15.54	4.75	2	19	0.140	0.0	0.5	0.6053	0.0994	2.0449
30	15.90	3.92	6	19	0.130	0.0	1.0	0.5627	0.0994	2.0334
31	16.50	3.68	7	19	0.110	0.0	1.0	0.4998	0.1584	1.9731
32	15.16	5.09	2	19	0.150	0.0	1.0	0.5121	0.0378	2.0449
33	15.16	4.64	7	19	0.210	0.0	1.0	0.6683	0.1181	2.0449
34	16.60	3.86	1	19	0.100	0.0	1.0	0.4934	0.1584	2.0449
35	16.64	3.22	7	19	0.090	0.0	0.5	0.4627	0.0344	1.9731
36	15.96	4.31	2	19	0.070	0.0	0.5	0.3971	0.1469	1.9731
37	15.22	4.32	2	19	0.110	0.0	1.0	0.5141	0.0994	1.9731
38	15.88	4.59	2	19	0.140	0.0	1.0	0.4319	0.0404	1.9731
39	16.74	3.47	7	19	0.140	0.0	1.0	0.5019	0.0994	1.9731
40	15.58	4.06	6	19	0.150	0.0	1.0	0.5977	0.1584	2.0449
41	15.76	4.14	2	19	0.110	0.0	0.5	0.5935	0.1621	1.9731
42	16.04	4.52	2	19	0.110	0.0	0.5	0.4550	0.1621	1.9731
43	16.64	4.14	4	19	0.100	0.0	0.5	0.4495	0.0994	2.0449
44	15.52	4.54	2	19	0.120	0.0	1.0	0.5263	0.1316	2.0334
45	15.60	4.19	7	19	0.110	0.0	0.5	0.5510	0.1410	1.9731
46	14.82	5.28	2	19	0.090	0.0	0.5	0.4788	0.0994	2.0449
47	15.38	4.56	7	19	0.150	0.0	0.5	0.6696	0.0994	2.0449
48	15.76	4.27	6	19	0.100	0.0	0.5	0.6258	0.0994	2.0334
49	15.26	4.49	2	19	0.140	0.0	0.5	0.5783	0.0994	2.0449
50	14.12	5.57	1	19	0.080	0.0	0.5	0.5363	0.1369	2.0334
