Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	~G36 & (~G21 | ~G99)	19	3	0.185342	2.7022
G1	2	G29	18	1	0.435402	1.9021
G1	3	~G36	19	1	0.690937	1.6966
G2	1	G83 | (G23 & G36)	20	3	0.082028	2.8555
G2	2	G83 & (G21 | G88)	19	3	0.037745	2.8498
G2	3	G23 & (G21 | G83)	20	3	0.126925	2.8106
G2	4	G21 & (G23 | G83)	20	3	0.126925	2.8106
G2	5	G83 | (G21 & G23)	20	3	0.126925	2.8106
G2	6	G83 | (G21 & G72)	20	3	0.164315	2.7732
G2	7	G21 & G83	19	2	0.166550	2.7210
G2	8	G23 & G83	19	2	0.246890	2.6406
G2	9	G23 & G36	20	2	0.413468	2.5240
G2	10	G83	19	1	0.164315	2.2232
G2	11	G23	19	1	0.543381	1.8441
G3	1	G22 & G54 & G59	20	3	0.136104	2.8014
G3	2	G21 & G22 & G36	20	3	0.188727	2.7488
G3	3	G54 & G59	19	2	0.502386	2.3851
G3	4	G22 & G59	19	2	0.570372	2.3171
G3	5	G22 & G54	19	2	0.935105	1.9524
G3	6	G22 & G4	19	2	0.953219	1.9343
G4	1	G21 | (G11 & G5)	20	3	0.085834	2.8517
G4	2	G21 | (G5 & G79)	20	3	0.090696	2.8468
G4	3	G5 | (G21 & G76)	20	3	0.094789	2.8427
G4	4	G21 | (G5 & G76)	20	3	0.094789	2.8427
G4	5	G21 | G5	20	2	0.161994	2.7755
G4	6	G21	20	1	0.301290	2.1362
G5	1	G5 & (G33 | G68)	19	3	0.070696	2.8168
G5	2	G33 & (G5 | G68)	19	3	0.070696	2.8168
G5	3	G33 & G5	19	2	0.382496	2.5050
G5	4	G5	18	1	0.229837	2.1077
G6	1	G23 & G61 & G7	20	3	0.298600	2.6389
G7	1	G15 & G36 & G99	17	3	0.545113	2.2424
G7	2	G36 & G99	17	2	1.109369	1.7875
G7	3	G15 & G99	16	2	1.188045	1.7375
G7	4	G99	16	1	1.294679	1.2375
G8	1	G99 | (G3 & G5)	19	3	0.199313	2.6882
G8	2	G5 | (G3 & G6)	19	3	0.206316	2.6812
G8	3	G3 | G5	19	2	0.230073	2.6574
G8	4	G5 & (~G30 | ~G6)	18	3	0.234827	2.6027
G8	5	G5 | G6	18	2	0.436439	2.4011
G8	6	G3 | G99	18	2	0.587150	2.2504
G8	7	G5	19	1	0.360324	2.0272
G9	1	G43 & (G28 | ~G19)	18	3	0.490901	2.3466
G9	2	G28 & (G43 | ~G19)	17	3	0.490901	2.2966
G9	3	G43 & (~G19 | ~G79)	18	3	0.554539	2.2830
G9	4	G43 & ~G19	18	2	0.637122	2.2004
G9	5	G43 & (G28 | G3)	18	3	0.713979	2.1235
G9	6	G43 & (G19 | G79) & (G20 | G79)	17	4	0.219275	2.0682
G9	7	G43 & ~G81	17	2	0.811698	1.9758
G9	8	G28 & G43	17	2	0.892403	1.8951
G9	9	G26 & ~G19	17	2	1.119629	1.7875
G9	10	G43 & (G19 | G28 | G7) & (G28 | G61 | G7)	17	5	0.403227	1.4468
G9	11	G43	17	1	0.995343	1.2922
G10	1	G98 | (G81 & G90)	19	3	0.069904	2.8176
G10	2	G98 | (G12 & G90)	18	3	0.494715	2.3428
G10	3	G90 | G98	19	2	1.187698	1.8875
G10	4	G98 | (G81 & G93 & G95)	19	4	0.619423	1.7681
G10	5	G98	18	1	0.677002	1.6605
G11	1	G52 & G71 & G75	17	3	0.650620	2.1369
G11	2	G71 & G75	17	2	1.129939	1.7875
G11	3	G52 & G71	16	2	1.244984	1.7375
G12	1	G62 | G90 | (G18 & G51)	19	4	0.092483	2.2950
G12	2	G1 | G34 | G62	18	3	0.635690	2.2018
G12	3	G34 | G62 | G90	19	3	0.712979	2.1745
G12	4	G34 | G90	19	2	0.733090	2.1544
G12	5	G34 | G62	18	2	0.737026	2.1005
G12	6	G12 | G18	18	2	0.824620	2.0129
G12	7	G12	18	1	0.741405	1.5961
G12	8	G34	18	1	0.752529	1.5850
G12	9	G62	18	1	0.829228	1.5083
G13	1	G46	16	1	1.118426	1.2375
G14	1	~G90	17	1	1.102999	1.2875
G15	1	G11 | G89 | G95	19	3	0.479689	2.4078
G15	2	G11 | G30 | G95	19	3	0.554173	2.3333
G16	1	G47 | G78	17	2	0.626336	2.1612
G16	2	G47 | G85	16	2	0.836661	1.9008
G16	3	G47 | G78 | (G85 & G95)	17	4	0.602594	1.6849
G16	4	G47	16	1	0.799542	1.4380
G17	1	G47 & G63	17	2	1.070345	1.7875
G18	1	G62 | G74 | G90	19	3	0.192454	2.6950
G18	2	G55 | G74 | G90	18	3	0.243450	2.5940
G18	3	G74 | G90	19	2	0.707735	2.1798
G18	4	G62 | G90	19	2	0.789625	2.0979
G18	5	G62 | G74	18	2	0.789535	2.0480
G18	6	G55 | G90	18	2	0.884613	1.9529
G18	7	G74	18	1	0.745587	1.5919
G18	8	G62	18	1	0.801526	1.5360
G19	1	G39 & G75 & ~G51	18	3	1.068820	1.8375
G19	2	G39 & ~G51	18	2	1.217995	1.8375
G19	3	G39 & ~G4	17	2	0.975184	1.8123
G20	1	G61 | (~G32 & ~G76)	18	3	0.406340	2.4312
G20	2	G61 | (~G32 & ~G80)	18	3	0.486230	2.3513
G20	3	G61 | G94	17	2	1.043561	1.7875
G20	4	G43 | (G27 & G32) | (G30 & G32)	17	4	0.546409	1.7411
G20	5	G61	17	1	1.146133	1.2875
G21	1	G33 & G95	20	2	0.364582	2.5729
G21	2	G92 & G95	19	2	0.603681	2.2838
G21	3	G33	20	1	0.352909	2.0846
G22	1	G76	18	1	0.587423	1.7501
G23	1	G21 & (G68 | G84)	19	3	0.100632	2.7869
G23	2	G21 | (G68 & G84)	19	3	0.100632	2.7869
G23	3	G84 & (G21 | G68)	19	3	0.100632	2.7869
G23	4	G21 & G4	20	2	0.334504	2.6030
G23	5	G21 & G84	19	2	0.517222	2.3703
G23	6	G21 & (G17 | G84) & (G58 | G84)	19	4	0.178511	2.2090
G23	7	G21	19	1	0.540862	1.8466
G24	1	G52 & (G17 | G32)	17	3	0.875203	1.9123
G24	2	G17 | (G32 & G52)	16	3	0.875203	1.8623
G24	3	G32 & G52	16	2	1.124075	1.7375
G24	4	G17 | (G2 & G32) | (G32 & G52)	16	4	0.873896	1.3636
G25	1	G68 | (G69 & G7)	19	3	0.193079	2.6944
G25	2	G66 | (G68 & G69)	19	3	0.211444	2.6761
G25	3	G68 & G69	19	2	0.336039	2.5515
G25	4	G66 & G69	18	2	0.369729	2.4678
G25	5	G68	19	1	0.540738	1.8468
G25	6	G66	18	1	0.761706	1.5758
G26	1	G50 | G86 | G90	19	3	0.080666	2.8068
G26	2	G50 | (G86 & G90)	18	3	0.080666	2.7568
G26	3	G86 | G90	19	2	0.178912	2.7086
G26	4	G12 | G86 | G90	19	3	0.563738	2.3238
G26	5	G12 | G90	19	2	0.649781	2.2377
G26	6	G12 | G50 | G86	18	3	0.601456	2.2360
G26	7	G50 | G86	18	2	0.691619	2.1459
G26	8	G50 | G90	19	2	0.806554	2.0809
G26	9	G18 | G90	19	2	0.807072	2.0804
G26	10	G66 | G90	19	2	0.910237	1.9773
G26	11	G86	18	1	0.395227	1.9423
G26	12	G50 & (G40 | G86 | G90)	18	4	0.407844	1.9297
G26	13	G50	18	1	0.802691	1.5348
G27	1	G10 | G12 | G88	18	3	0.612936	2.2246
G27	2	G12 | G66 | G88	18	3	0.748239	2.0893
G27	3	G12 | G88 | G9	17	3	0.731907	2.0556
G27	4	G12 | G88	18	2	0.816907	2.0206
G27	5	G10 | G88	18	2	0.993562	1.8439
G28	1	G26 | (G76 & ~G15)	18	3	0.595206	2.2423
G28	2	G26 | (G5 & G80)	19	3	0.659191	2.2283
G28	3	G26 & G98	18	2	0.723785	2.1137
G28	4	G26	18	1	0.266221	2.0713
G29	1	G12 & (G52 | G53)	20	3	0.136070	2.8014
G29	2	G52 & (G12 | G74)	19	3	0.313746	2.5738
G29	3	G12 & G98	19	2	0.420835	2.4667
G29	4	G12 & G52	19	2	0.478660	2.4088
G29	5	G12 & (G44 | G52 | G53)	20	4	0.077965	2.3595
G29	6	G12 & (G44 | G52) & (G52 | G53)	19	4	0.077965	2.3095
G29	7	G12	19	1	0.137300	2.2502
G29	8	G74	19	1	0.443569	1.9439
G29	9	(G12 | G44) & (G12 | G53) & (G12 | G88) & (G44 | G55) & (G53 | G55) & (G55 | G88)	19	5	0.163080	1.7869
G30	1	G6 | G87 | G88	15	3	0.520984	2.1665
G30	2	G87 | G88	15	2	0.893977	1.7935
G30	3	G88 | (G5 & G87) | (G53 & G87)	15	4	0.441600	1.7459
G30	4	G3 | G87 | G88	16	3	1.084402	1.7375
G30	5	G40 | G88	15	2	1.014164	1.6875
G31	1	G86 | (G24 & G49) | (G24 & G90)	18	4	0.502643	1.8349
G31	2	G86 | (G20 & G30 & G49) | (G20 & G30 & G90)	19	5	0.327888	1.6221
G32	1	G67 | G83 | G87	19	3	0.509726	2.3778
G32	2	G2 | G67 | G87	19	3	0.826059	2.0614
G32	3	G67 | G87	18	2	0.934322	1.9032
G33	1	G59	20	1	0.132653	2.3048
G33	2	G59 | (G65 & G94) | (G88 & G94)	19	4	0.255843	2.1317
G34	1	G55 & G86	18	2	1.212203	1.8375
G34	2	G77 & G86	17	2	1.121726	1.7875
G34	3	G86	18	1	0.637408	1.7001
G34	4	G100	18	1	0.842607	1.4949
G34	5	G26	18	1	0.858009	1.4795
G34	6	G55	17	1	1.248988	1.2875
G35	1	G10 | G90	19	2	0.137801	2.7497
G35	2	G10 | (G20 & G90)	19	3	0.137801	2.7497
G35	3	G90 | (G10 & G72)	18	3	0.201683	2.6358
G35	4	G10 & (G100 | G41)	18	3	0.320410	2.5171
G35	5	G10 | G74	18	2	0.771461	2.0660
G35	6	G10 | G94	18	2	0.925884	1.9116
G35	7	G35	18	1	0.601927	1.7356
G35	8	G90 | (G10 & G20) | (G10 & G62)	19	4	0.748381	1.6391
G35	9	G10	18	1	0.948089	1.3894
G35	10	G18	18	1	0.975630	1.3619
G36	1	G42 | G82 | G87	20	3	0.489620	2.4479
G36	2	G82 | G87	19	2	0.728583	2.1589
G36	3	G42 | G82	20	2	1.119478	1.9375
G37	1	~G60 | (G35 & G81)	20	3	0.207435	2.7301
G37	2	~G60 & (G58 | ~G81)	20	3	0.278712	2.6588
G37	3	~G60 | (~G36 & ~G81)	20	3	0.302524	2.6350
G37	4	~G60 & (G85 | ~G81)	20	3	0.307866	2.6296
G37	5	G26 | ~G60	20	2	0.327860	2.6096
G37	6	~G60	20	1	0.352021	2.0855
G37	7	G34	19	1	0.307648	2.0799
G38	1	~G83	16	1	0.860623	1.3769
G38	2	~G5	16	1	0.910695	1.3268
G39	1	~G77 | (~G33 & ~G4 & ~G63)	17	4	0.261415	2.0261
G39	2	~G77 | (~G21 & ~G4 & ~G63)	17	4	0.438395	1.8491
G40	1	G22 & G56 & G97	16	3	0.304860	2.4326
G40	2	G22 & G47 & G56	17	3	0.775026	2.0125
G40	3	G22 & G56	16	2	1.482079	1.7375
G40	4	G22 & G47	16	2	1.715791	1.7375
G40	5	G22 & G47 & G56 & G97	16	4	1.159481	1.2375
G41	1	~G86	17	1	0.374551	1.9129
G41	2	~G34	17	1	0.479467	1.8080
G41	3	~G66	18	1	0.559738	1.7778
G42	1	~G31 & ~G37 & ~G73	18	3	0.547923	2.2896
G42	2	~G31 & ~G37	18	2	0.547952	2.2895
G42	3	~G31	17	1	0.562699	1.7248
G43	1	G64 & (G63 | G97)	18	3	0.851611	1.9859
G43	2	G63 & G64 & G97	17	3	0.851611	1.9359
G43	3	G63 & G64	17	2	0.899388	1.8881
G43	4	G64 & G97	18	2	1.046187	1.8375
G44	1	G61 & G78	17	2	0.878961	1.9085
G44	2	G78	17	1	0.459968	1.8275
G45	1	G49 & (G21 | G71)	18	3	0.430562	2.4069
G45	2	G21 & G33 & G49	18	3	0.622806	2.2147
G45	3	G21 & G49	18	2	1.200041	1.8375
G45	4	G22 & G33	17	2	1.043225	1.7875
G45	5	G33	17	1	1.090257	1.2875
G46	1	G29 | (G25 & G62)	19	3	0.198550	2.6890
G46	2	G66 | (G48 & G62)	19	3	0.216222	2.6713
G46	3	G29 | (G25 & G54)	19	3	0.224809	2.6627
G46	4	G46 | G66	18	2	0.412088	2.4254
G46	5	G18 | G66	18	2	0.421941	2.4156
G46	6	G29 | G66	19	2	0.475748	2.4118
G46	7	G29 | G46	18	2	0.645573	2.1919
G46	8	G29 | G66 | (G18 & G91)	18	4	0.248069	2.0894
G46	9	G66	19	1	0.414938	1.9726
G46	10	G29 & (G16 | G18) & (G16 | G6)	18	4	0.391501	1.9460
G46	11	G29	19	1	0.465886	1.9216
G46	12	G62	18	1	0.486309	1.8512
G47	1	G32 & (G20 | G50)	17	3	0.343950	2.4436
G47	2	G32 & (G23 | G97)	18	3	0.794157	2.0433
G47	3	G32 & G47	17	2	0.841264	1.9462
G47	4	G32 & (G4 | G47) & (G47 | G82)	18	4	0.596479	1.7410
G47	5	G32 & (G43 | G47) & (G47 | G8)	18	4	0.694105	1.6434
G48	1	G37 & G67 & G70	16	3	0.574866	2.1626
G48	2	G55 & G66 & G67	16	3	0.580320	2.1572
G48	3	G37 & G67	17	2	1.273356	1.7875
G49	1	G91 & (G41 | G6)	16	3	0.387490	2.3500
G49	2	G34 | G91	16	2	1.702231	1.7375
G49	3	G26 | G91	16	2	1.704548	1.7375
G49	4	G91 & (G27 | G6 | G89)	17	4	1.089649	1.2875
G50	1	G79 & (G6 | G98)	19	3	0.091787	2.7957
G50	2	G79 & (G12 | G20)	19	3	0.392191	2.4953
G50	3	G79 & (G12 | G98)	18	3	0.591088	2.2464
G50	4	G12 & G79	18	2	0.657669	2.1798
G50	5	G79 & G98	18	2	0.840135	1.9974
G51	1	G96 & (G57 | G89)	16	3	0.503187	2.2343
G51	2	G96 & (G57 | G87)	16	3	0.816123	1.9214
G51	3	G57 & G96	15	2	0.983887	1.7036
G51	4	G87 & G89	15	2	1.033349	1.6875
G52	1	G87 | G91 | G96	17	3	0.294101	2.4934
G52	2	G87 | G91	17	2	1.220293	1.7875
G52	3	G38 | G87 | G91	16	3	0.978005	1.7595
G52	4	G48 | G91 | G96	16	3	1.208266	1.7375
G52	5	G85 | G91	16	2	1.222377	1.7375
G52	6	G26 | G87 | G91 | G94 | G96	16	5	0.108822	1.6912
G52	7	G51 | G87 | G91 | G96	17	4	0.951937	1.3356
G53	1	~G4 & ~G96	16	2	0.558796	2.1787
G53	2	~G4 | (~G45 & ~G61)	16	3	0.591128	2.1464
G53	3	~G4 & (G61 | G9)	16	3	0.631519	2.1060
G53	4	~G4 | (G13 & ~G23)	15	3	0.869970	1.8175
G53	5	~G4	15	1	0.937112	1.2504
G54	1	G82 & (G21 | G91)	19	3	0.149948	2.7376
G54	2	G82 & (G21 | G24) & (G21 | G81)	19	4	0.202602	2.1849
G55	1	G62 | G74 | G90	17	3	0.196245	2.5913
G55	2	G62 | (G74 & G90)	16	3	0.196245	2.5413
G55	3	G18 | G74 | G90	17	3	0.537985	2.2495
G55	4	G74 | G90	17	2	0.684585	2.1029
G55	5	G62 | G74	16	2	0.636338	2.1012
G55	6	G62 | G90	17	2	0.992554	1.7949
G55	7	G74	16	1	0.655553	1.5819
G55	8	G34	16	1	0.884140	1.3534
G55	9	G62	16	1	0.968110	1.2694
G56	1	G34 & G91	17	2	0.241877	2.5456
G56	2	G34 & (G71 | G91)	16	3	0.241877	2.4956
G56	3	G34	16	1	0.241877	1.9956
G56	4	G55 & G91	16	2	1.233189	1.7375
G56	5	G34 & (G55 | G90) & (G55 | G95) & (G90 | G91) & (G91 | G95)	17	5	0.377486	1.4725
G56	6	G34 & G91 & (G16 | G90 | G95) & (G90 | G95 | G96)	16	6	0.465413	1.3346
G56	7	G35	16	1	1.184182	1.2375
G56	8	G34 & G91 & (G22 | G90 | G95)	16	5	1.363275	0.8000
G57	1	G77 & (G26 | G86)	17	3	0.216066	2.5714
G57	2	G77 & (G31 | G96)	17	3	0.249147	2.5384
G57	3	G77 & (G31 | G98)	17	3	0.637454	2.1500
G57	4	G31 & G77	17	2	0.758715	2.0288
G57	5	G77 & G86	17	2	0.820166	1.9673
G57	6	G20 & G26	16	2	0.851378	1.8861
G57	7	G77 & G96	16	2	1.193163	1.7375
G57	8	G26	16	1	0.577508	1.6600
G57	9	G31	16	1	0.692943	1.5446
G57	10	G26 & G86 & (G38 | G4)	16	4	0.731256	1.5062
G58	1	G3 & G76	18	2	0.431567	2.4059
G58	2	(G21 | G3) & (G21 | G76) & (G3 | G50) & (G3 | G85) & (G50 | G76) & (G76 | G85)	19	5	0.045590	1.9044
G59	1	G59 | (~G18 & ~G91)	19	3	0.171356	2.7161
G59	2	G59 | ~G18	19	2	0.299754	2.5877
G59	3	G59 | ~G91	18	2	0.613927	2.2236
G59	4	G59 | ~G29	18	2	0.624357	2.2131
G59	5	G82 | (G30 & G80)	18	3	0.772438	2.0651
G59	6	G41 | G59	18	2	0.797153	2.0403
G59	7	~G18	19	1	0.512741	1.8748
G59	8	G59	18	1	0.598366	1.7391
G60	1	G82 & (~G63 | ~G74)	19	3	0.161229	2.7263
G60	2	G82 & (~G40 | ~G74)	19	3	0.252985	2.6345
G60	3	G82	19	1	0.640487	1.7470
G61	1	G16 | G17 | G44	18	3	0.566539	2.2710
G61	2	G16 | G17	17	2	0.612307	2.1752
G61	3	G16 | G44 | G94	17	3	0.647837	2.1397
G61	4	G16 | G44	17	2	0.978608	1.8089
G61	5	G16 | G17 | G44 | G94	18	4	0.955301	1.3822
G62	1	G26 & (G34 | G83)	18	3	0.162518	2.6750
G62	2	G34 & (G26 | G83)	18	3	0.162518	2.6750
G62	3	G26 | (G34 & G83)	18	3	0.162518	2.6750
G62	4	G26 | G99	17	2	0.213535	2.5740
G62	5	G34 | (G51 & G83)	17	3	0.406154	2.3813
G62	6	G26 & (G24 | G98)	18	3	0.469035	2.3685
G62	7	G34 & G98	18	2	0.545981	2.2915
G62	8	G26	18	1	0.162518	2.1750
G62	9	G34	18	1	0.162518	2.1750
G62	10	G26 | G34	18	2	0.683755	2.1537
G62	11	(G26 | G44) & (G26 | G83) & (G34 | G44) & (G34 | G83)	17	4	0.138065	2.1494
G62	12	G34 & G50	18	2	0.716312	2.1212
G63	1	G42 | G90 | G93	16	3	0.997012	1.7405
G63	2	G42 | G90	16	2	1.374231	1.7375
G64	1	G13 & (G11 | G3)	16	3	0.307543	2.4300
G64	2	G13 & (G19 | G34)	16	3	0.673830	2.0637
G64	3	G13	16	1	0.414829	1.8227
G64	4	G13 | (G11 & G32 & G46) | (G32 & G46 & G70)	17	5	0.095605	1.7544
G64	5	G13 | (G32 & G46 & G59) | (G32 & G46 & G70)	17	5	0.167464	1.6825
G65	1	G39 & (G53 | G66)	17	3	0.415360	2.3721
G65	2	G39 & G66 & G80	16	3	0.423750	2.3138
G65	3	G39 & G80	16	2	0.749665	1.9878
G65	4	G39 & (G14 | G66) & (G63 | G66)	17	4	0.439783	1.8477
G65	5	G39 & G66	16	2	0.894576	1.8429
G65	6	G39 & (G53 | G58 | G80)	16	4	0.749665	1.4878
G66	1	G100 & (G35 | G52)	19	3	0.127737	2.7598
G66	2	G100 | (G35 & G52)	19	3	0.127737	2.7598
G66	3	G100 & (G2 | G35)	19	3	0.137558	2.7499
G66	4	G100 | (G2 & G35)	19	3	0.137558	2.7499
G66	5	G100 & (G35 | G9)	19	3	0.233038	2.6545
G66	6	G100 | (G22 & G35)	19	3	0.260699	2.6268
G66	7	G100 & G35	19	2	0.310713	2.5768
G66	8	G9 | (G15 & G35)	18	3	0.313333	2.5242
G66	9	G35 | G9	18	2	0.571799	2.2657
G66	10	G100	19	1	0.127737	2.2598
G66	11	G35 & G52	19	2	0.696913	2.1906
G66	12	G31 & G35	18	2	0.736277	2.1012
G67	1	G3 | ~G72	18	2	0.328989	2.5085
G67	2	~G10	17	1	0.445169	1.8423
G67	3	~G62	17	1	0.664644	1.6229
G68	1	~G21 & (G62 | G74)	20	3	0.137428	2.8001
G68	2	~G23 & (G62 | G74)	19	3	0.539576	2.3479
G68	3	~G21 & (G45 | G62)	20	3	0.635519	2.3020
G69	1	~G36 & ~G81	19	2	0.469455	2.4180
G69	2	~G36	19	1	0.470538	1.9170
G70	1	G54 | G57	16	2	0.204248	2.5333
G70	2	G57 | G59	16	2	0.780139	1.9574
G70	3	G57 | G58	17	2	1.366768	1.7875
G70	4	~G75 | (~G24 & ~G54) | (~G39 & ~G54)	17	4	1.109393	1.2875
G70	5	~G24 | ~G39 | (~G54 & ~G75)	16	4	1.109393	1.2375
G71	1	G41 & G67 & G95	17	3	0.380640	2.4069
G71	2	G67 & G82 & G95	17	3	0.452109	2.3354
G71	3	G67 & G95	16	2	0.452109	2.2854
G71	4	G67 & G82	17	2	0.793794	1.9937
G72	1	G66 | (G76 & ~G81)	18	3	0.519649	2.3179
G72	2	G66 | (G4 & G76)	17	3	0.534538	2.2530
G73	1	G80 & (G43 | G98)	17	3	0.244467	2.5430
G73	2	G80 | (G43 & G98)	18	3	0.745916	2.0916
G73	3	G98 & (G43 | G80)	18	3	0.745916	2.0916
G73	4	G80 & G98	17	2	0.751493	2.0360
G73	5	G66	17	1	0.934308	1.3532
G73	6	G80	17	1	1.356909	1.2875
G74	1	G18 | G66 | G90	19	3	0.305033	2.5825
G74	2	G18 | G90	19	2	0.451219	2.4363
G74	3	G10 | G18 | G90	19	3	0.770829	2.1167
G74	4	G18 | G50 | G90	19	3	0.852629	2.0349
