Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G6 & (G1 | G3)	16	3	0.426817	2.3107
G1	2	G6 & (G3 | G4 | G8)	16	4	0.351070	1.8864
G1	3	G6 & (G4 | G7 | G8)	16	4	0.432335	1.8052
G1	4	G6 | (~G1 & ~G10 & ~G4)	17	4	0.493670	1.7938
G1	5	G6 & (G10 | G7 | G8) & (G4 | G7 | G8)	16	5	0.070746	1.7293
G1	6	G6 & (G10 | G7 | G8) & (G7 | G8 | G9)	16	5	0.076733	1.7233
G1	7	G6 | (~G1 & ~G4 & ~G9)	16	4	0.532962	1.7045
G1	8	G6 & (G3 | G4 | G8) & (G4 | G7 | G8)	16	5	0.127982	1.6720
G1	9	G6 & (G10 | G4 | G8) & (G3 | G4 | G8)	16	5	0.162207	1.6378
G1	10	G6 & (G1 | G10 | G3)	16	4	0.910933	1.3266
G2	1	G5 & (G2 | G9)	19	3	0.111652	2.7758
G2	2	G5 | (G7 & G8)	19	3	0.124802	2.7627
G2	3	G5 | (~G2 & ~G4)	19	3	0.143111	2.7444
G2	4	~G4 | (G5 & ~G2)	19	3	0.143111	2.7444
G2	5	G2 & (G5 | G8)	19	3	0.144214	2.7433
G2	6	~G4 & (G2 | G7)	19	3	0.144600	2.7429
G2	7	G2 & (G1 | G5)	19	3	0.150985	2.7365
G2	8	G5 | (~G1 & ~G4)	19	3	0.151469	2.7360
G2	9	G5 | (G1 & ~G4)	19	3	0.151469	2.7360
G2	10	~G4 & (G10 | G2)	20	3	0.234195	2.7033
G2	11	G5 & (G10 | G2)	20	3	0.292278	2.6452
G2	12	G2 & G5	19	2	0.345562	2.5419
G2	13	G5 | ~G4	19	2	0.411687	2.4758
G2	14	~G4 & (~G3 | ~G8)	20	3	0.518322	2.4192
G2	15	G5 & (G10 | G2) & (G2 | G6)	20	4	0.171276	2.2662
G2	16	G5 & (G10 | G2 | G7)	20	4	0.253887	2.1836
G2	17	G5 & (G10 | G2 | G9)	20	4	0.265127	2.1724
G2	18	G5 & (G10 | G2) & (G2 | G9)	19	4	0.265127	2.1224
G2	19	G5	19	1	0.403689	1.9838
G2	20	~G4	19	1	0.547368	1.8401
G3	1	~G3 & ~G5 & ~G7	16	3	0.373537	2.3640
G3	2	G1 & G10	15	2	0.401494	2.2860
G3	3	G1 & G9	15	2	0.628531	2.0590
G3	4	~G5 & (~G3 | ~G9)	16	3	0.756119	1.9814
G3	5	~G3 & (G9 | ~G5)	16	3	0.756119	1.9814
G3	6	G4 & ~G3 & ~G5	16	3	0.866306	1.8712
G3	7	G4 & ~G2 & ~G3	16	3	0.908932	1.8286
G3	8	G4 & G6 & ~G3	16	3	1.359330	1.7375
G3	9	G4 & ~G3	16	2	1.440010	1.7375
G3	10	G9 & ~G3	16	2	1.392897	1.7375
G3	11	G9 & (G2 | ~G3)	16	3	1.082572	1.7375
G3	12	G6 & G9 & ~G3	16	3	1.210823	1.7375
G3	13	G1 & G10 & ~G8	16	3	1.169508	1.7375
G3	14	G9 & ~G2 & ~G3	16	3	1.082572	1.7375
G3	15	G9 & ~G3 & ~G7	16	3	1.233281	1.7375
G3	16	G1 & G10 & G9	15	3	0.958206	1.7293
G3	17	G1 & G10 & G2	15	3	1.192235	1.6875
G3	18	~G3 & (G4 | G6)	15	3	1.359330	1.6875
G3	19	~G3 & ~G7	15	2	1.439781	1.6875
G3	20	G1 & G9 & ~G3	15	3	1.168064	1.6875
G3	21	G6 & ~G3	15	2	1.364584	1.6875
G3	22	G6 & ~G3 & ~G5 & ~G7	16	4	0.595760	1.6417
G3	23	G1 & G10 & (G2 | G9)	16	4	0.982739	1.2548
G3	24	G1 & G9 & (G10 | G7)	15	4	1.042412	1.1875
G3	25	G1 & G10 & (G7 | G9)	15	4	1.042412	1.1875
G4	1	G9 | (G1 & G4)	19	3	0.167559	2.7199
G4	2	G9 & (G1 | G4)	19	3	0.167559	2.7199
G4	3	G9 | (~G5 & ~G8)	19	3	0.182108	2.7054
G4	4	G9 | (~G10 & ~G5)	19	3	0.185295	2.7022
G4	5	G9 & (G10 | G4)	19	3	0.194644	2.6929
G4	6	G9 | (G7 & G8)	19	3	0.215525	2.6720
G4	7	G9 | (G10 & G3)	18	3	0.168895	2.6686
G4	8	G9 & (G7 | G8)	18	3	0.215525	2.6220
G4	9	G4 | G9	19	2	0.276663	2.6108
G4	10	G4 | (G10 & G9)	19	3	0.281250	2.6062
G4	11	G9 | ~G5	19	2	0.291372	2.5961
G4	12	G9 & (G3 | G4)	19	3	0.338636	2.5489
G4	13	G9 | (G2 & G3)	18	3	0.313645	2.5239
G4	14	G4 & G9	18	2	0.338627	2.4989
G4	15	G9 | (~G2 & ~G5 & ~G6)	19	4	0.210937	2.1766
G4	16	G9	19	1	0.366614	2.0209
G4	17	G9 | (G2 & G7 & G8) | (G4 & G7 & G8)	19	5	0.069081	1.8809
G4	18	~G5	18	1	0.652122	1.6854
G4	19	G4	18	1	0.668638	1.6689
G4	20	G9 & (G4 | G5) & (G7 | G8)	18	5	0.235701	1.6643
G4	21	G9 | (G1 & G3 & G8) | (G2 & G3 & G8)	18	5	0.237395	1.6626
G5	1	~G9 & (~G7 | ~G8)	19	3	0.273874	2.6136
G5	2	~G9 & (G2 | G8)	19	3	0.356632	2.5309
G5	3	G5 & (~G10 | ~G9)	19	3	0.361579	2.5259
G5	4	~G9 & (G2 | G5)	19	3	0.387365	2.5001
G5	5	G5 & (~G2 | ~G9)	19	3	0.387365	2.5001
G5	6	G5 & ~G4 & ~G9	19	3	0.425832	2.4617
G5	7	G5 & (G4 | ~G9)	19	3	0.425832	2.4617
G5	8	G5 & ~G9	19	2	0.522608	2.3649
G5	9	~G4 & ~G9	19	2	0.525055	2.3624
G5	10	G5 & (~G6 | ~G9)	18	3	0.495873	2.3416
G5	11	G5 | ~G9	18	2	0.522608	2.3149
G5	12	~G4 | ~G9	18	2	0.525055	2.3124
G5	13	G5 & (~G1 | ~G6 | ~G9)	18	4	0.211337	2.1262
G5	14	~G9	19	1	0.525032	1.8625
G5	15	~G4	18	1	0.663975	1.6735
G5	16	G5	18	1	0.855641	1.4819
G6	1	~G7 | (G8 & ~G5)	20	3	0.103540	2.8340
G6	2	~G7 | (G5 & G8)	20	3	0.103540	2.8340
G6	3	~G7 | (~G5 & ~G9)	20	3	0.113869	2.8236
G6	4	~G7 & (~G5 | ~G9)	20	3	0.113869	2.8236
G6	5	~G7 | (~G4 & ~G5)	20	3	0.124545	2.8130
G6	6	~G7 & (G5 | G9)	20	3	0.124820	2.8127
G6	7	~G7 & (G8 | ~G5)	19	3	0.103540	2.7840
G6	8	~G7 & (G5 | G8)	19	3	0.103540	2.7840
G6	9	G8 | (~G5 & ~G7)	19	3	0.103540	2.7840
G6	10	~G7 | (G4 & G6)	20	3	0.199052	2.7384
G6	11	~G7 | (G8 & G9)	20	3	0.269866	2.6676
G6	12	~G7 | (G6 & G8)	20	3	0.365463	2.5720
G6	13	G8 | ~G7	20	2	0.412491	2.5250
G6	14	G8 | (G1 & G6)	20	3	0.428204	2.5093
G6	15	G6 | ~G7	19	2	0.405900	2.4816
G6	16	G6 | G8	19	2	0.461834	2.4257
G6	17	~G7	20	1	0.299555	2.1379
G7	1	G2 & (G7 | ~G8)	19	3	0.172603	2.7149
G7	2	G7 | (G10 & G2)	19	3	0.179752	2.7077
G7	3	G2 & (G10 | G7)	19	3	0.179752	2.7077
G7	4	G7 | (G2 & G4)	18	3	0.132904	2.7046
G7	5	G2 | (G4 & G7)	18	3	0.132904	2.7046
G7	6	G7 & (G2 | G4)	18	3	0.132904	2.7046
G7	7	G2 & (G4 | G7)	18	3	0.132904	2.7046
G7	8	G2 & (G6 | G7)	18	3	0.137623	2.6999
G7	9	G2 | (G6 & G7)	18	3	0.137623	2.6999
G7	10	G2 & ~G8	19	2	0.198981	2.6885
G7	11	G2 | (G10 & G7)	18	3	0.179752	2.6577
G7	12	G7 & (G1 | G2)	18	3	0.187833	2.6497
G7	13	G2 | (G1 & G7)	18	3	0.187833	2.6497
G7	14	G7 | (G4 & G5)	18	3	0.234467	2.6030
G7	15	G2 & (G4 | G5)	18	3	0.256347	2.5812
G7	16	G2 & (G7 | G9)	18	3	0.257892	2.5796
G7	17	G2 | G7	18	2	0.258140	2.5794
