combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
0_0_0_0_1_0_1_0_0_0	0.23207164152501863	1.705	4	1.25	1.4736789057453787	0.6	0.75	30	10	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	2	G9 & (G1 | G4)	1	~G9 & (~G7 | ~G8)	2	~G7 | (G5 & G8)	1	G2 & (G7 | ~G8)	1	~G2 | (G4 & G8)	1	G9 | (G1 & ~G5)	1.705
0_0_0_0_1_0_1_0_0_1	0.24250000000000002	1.705	4	1.25	1.369952220620474	0.6	0.75	30	11	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	2	G9 & (G1 | G4)	1	~G9 & (~G7 | ~G8)	2	~G7 | (G5 & G8)	1	G2 & (G7 | ~G8)	1	~G2 | (G4 & G8)	2	G9 | (~G1 & ~G5)	1.705
0_0_0_0_0_0_1_0_0_0	0.2491429783415326	2.243333333333333	6	1.1666666666666667	1.5247899157492275	0.7	0.8333333333333334	30	10	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	1	G9 | (G1 & G4)	1	~G9 & (~G7 | ~G8)	2	~G7 | (G5 & G8)	1	G2 & (G7 | ~G8)	1	~G2 | (G4 & G8)	1	G9 | (G1 & ~G5)	2.243333333333333
0_0_0_0_0_0_1_0_0_1	0.25916462167424387	2.243333333333333	6	1.1666666666666667	1.4196366201515125	0.7	0.8333333333333334	30	11	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	1	G9 | (G1 & G4)	1	~G9 & (~G7 | ~G8)	2	~G7 | (G5 & G8)	1	G2 & (G7 | ~G8)	1	~G2 | (G4 & G8)	2	G9 | (~G1 & ~G5)	2.243333333333333
0_0_0_0_1_0_0_0_0_0	0.2715077198169252	1.705	4	1.25	1.471700871167859	0.6	0.75	30	11	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	2	G9 & (G1 | G4)	1	~G9 & (~G7 | ~G8)	1	~G7 | (G8 & ~G5)	1	G2 & (G7 | ~G8)	1	~G2 | (G4 & G8)	1	G9 | (G1 & ~G5)	1.705
0_0_0_0_1_0_0_0_0_1	0.28439670485761165	1.705	4	1.25	1.3766051792455105	0.6	0.75	30	12	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	2	G9 & (G1 | G4)	1	~G9 & (~G7 | ~G8)	1	~G7 | (G8 & ~G5)	1	G2 & (G7 | ~G8)	1	~G2 | (G4 & G8)	2	G9 | (~G1 & ~G5)	1.705
0_0_0_0_0_0_0_0_0_0	0.28829745821615294	2.243333333333333	6	1.1666666666666667	1.521824135180779	0.7	0.8333333333333334	30	11	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	1	G9 | (G1 & G4)	1	~G9 & (~G7 | ~G8)	1	~G7 | (G8 & ~G5)	1	G2 & (G7 | ~G8)	1	~G2 | (G4 & G8)	1	G9 | (G1 & ~G5)	2.243333333333333
0_0_0_0_0_0_0_0_0_1	0.3047686985128982	2.243333333333333	6	1.1666666666666667	1.4392937065924891	0.7	0.8333333333333334	30	12	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	1	G9 | (G1 & G4)	1	~G9 & (~G7 | ~G8)	1	~G7 | (G8 & ~G5)	1	G2 & (G7 | ~G8)	1	~G2 | (G4 & G8)	2	G9 | (~G1 & ~G5)	2.243333333333333
0_0_0_0_1_0_1_0_1_0	0.3081386207231105	2.263333333333333	6	1.1666666666666667	1.6966490114137915	0.6	0.8333333333333334	30	10	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	2	G9 & (G1 | G4)	1	~G9 & (~G7 | ~G8)	2	~G7 | (G5 & G8)	1	G2 & (G7 | ~G8)	2	~G2 & (G4 | G8)	1	G9 | (G1 & ~G5)	2.263333333333333
0_0_0_0_1_0_1_0_1_1	0.3187415687108743	2.263333333333333	6	1.1666666666666667	1.593534723520984	0.6	0.8333333333333334	30	11	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	2	G9 & (G1 | G4)	1	~G9 & (~G7 | ~G8)	2	~G7 | (G5 & G8)	1	G2 & (G7 | ~G8)	2	~G2 & (G4 | G8)	2	G9 | (~G1 & ~G5)	2.263333333333333
0_0_0_0_0_0_1_0_1_0	0.3371428571428572	2.5314285714285716	7	1.1428571428571428	1.7207162627083927	0.7	0.8571428571428571	30	10	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	1	G9 | (G1 & G4)	1	~G9 & (~G7 | ~G8)	2	~G7 | (G5 & G8)	1	G2 & (G7 | ~G8)	2	~G2 & (G4 | G8)	1	G9 | (G1 & ~G5)	2.5314285714285716
0_0_0_0_0_0_1_0_1_1	0.34178242626581873	2.5314285714285716	7	1.1428571428571428	1.5966845860643881	0.7	0.8571428571428571	30	11	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	1	G9 | (G1 & G4)	1	~G9 & (~G7 | ~G8)	2	~G7 | (G5 & G8)	1	G2 & (G7 | ~G8)	2	~G2 & (G4 | G8)	2	G9 | (~G1 & ~G5)	2.5314285714285716
0_0_0_0_1_0_0_0_1_0	0.34780884697609754	2.263333333333333	6	1.1666666666666667	1.6954922836890245	0.6	0.8333333333333334	30	11	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	2	G9 & (G1 | G4)	1	~G9 & (~G7 | ~G8)	1	~G7 | (G8 & ~G5)	1	G2 & (G7 | ~G8)	2	~G2 & (G4 | G8)	1	G9 | (G1 & ~G5)	2.263333333333333
0_0_0_0_1_0_0_0_1_1	0.36087334942955246	2.263333333333333	6	1.1666666666666667	1.6010122437382703	0.6	0.8333333333333334	30	12	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	2	G9 & (G1 | G4)	1	~G9 & (~G7 | ~G8)	1	~G7 | (G8 & ~G5)	1	G2 & (G7 | ~G8)	2	~G2 & (G4 | G8)	2	G9 | (~G1 & ~G5)	2.263333333333333
0_0_0_0_0_0_0_0_1_0	0.37574784013025525	2.5314285714285716	7	1.1428571428571428	1.715823044647176	0.7	0.8571428571428571	30	11	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	1	G9 | (G1 & G4)	1	~G9 & (~G7 | ~G8)	1	~G7 | (G8 & ~G5)	1	G2 & (G7 | ~G8)	2	~G2 & (G4 | G8)	1	G9 | (G1 & ~G5)	2.5314285714285716
0_0_0_0_0_0_0_0_1_1	0.3836212520873435	2.5314285714285716	7	1.1428571428571428	1.6031345258429246	0.7	0.8571428571428571	30	12	3.0	0.0	1.0	1	G6 & (G1 | G3)	1	G1 & (G3 | G5)	1	G5 & (G2 | G9)	1	~G3 & ~G5 & ~G7	1	G9 | (G1 & G4)	1	~G9 & (~G7 | ~G8)	1	~G7 | (G8 & ~G5)	1	G2 & (G7 | ~G8)	2	~G2 & (G4 | G8)	2	G9 | (~G1 & ~G5)	2.5314285714285716
