Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G2 & ~G6 & ~G9	20	3	0.079907	2.8576
G1	2	G1 & G2 & ~G9	20	3	0.089711	2.8478
G1	3	G1 & (~G2 | ~G9)	20	3	0.089711	2.8478
G1	4	G1 & G2 & ~G7	20	3	0.101503	2.8360
G1	5	G1 & (~G2 | ~G7)	20	3	0.101503	2.8360
G1	6	G1 & ~G7	20	2	0.114515	2.8230
G1	7	G2 & ~G9	19	2	0.084402	2.8031
G1	8	G1 & (G2 | G9)	19	3	0.089711	2.7978
G1	9	G1 & ~G4 & ~G9	20	3	0.188461	2.7490
G1	10	G1 & ~G7 & ~G9	20	3	0.191583	2.7459
G1	11	G1 & ~G9	20	2	0.191596	2.7459
G1	12	G1 & G3	19	2	0.261822	2.6257
G1	13	G1 & ~G6	19	2	0.277576	2.6099
G1	14	G1 & G2	19	2	0.279425	2.6081
G1	15	G1 & ~G4	19	2	0.281277	2.6062
G1	16	G1	19	1	0.168246	2.2193
G1	17	G1 & ~G7 & (~G4 | ~G5)	20	4	0.229218	2.2083
G2	1	G1 | G3	17	2	0.101309	2.6862
G2	2	~G5 | (G9 & ~G7)	18	3	0.191898	2.6456
G2	3	G3 | ~G5 | ~G9	18	3	0.239892	2.5976
G2	4	G1 | G3 | ~G5	18	3	0.255041	2.5825
G2	5	G3 | (~G10 & ~G5)	18	3	0.256452	2.5810
G2	6	~G5 | (G10 & G3)	18	3	0.256452	2.5810
G2	7	~G5 | (G3 & G9)	18	3	0.281503	2.5560
G2	8	~G7 | (~G5 & ~G6)	18	3	0.307307	2.5302
G2	9	~G5 | ~G7	18	2	0.307307	2.5302
G2	10	~G5 | (~G10 & ~G9)	17	3	0.284007	2.5035
G2	11	~G5 | (G1 & G8)	17	3	0.334532	2.4530
G2	12	G1 | G3 | G8	17	3	0.396975	2.3905
G2	13	G3 | ~G5 | ~G7	18	3	0.454830	2.3827
G2	14	G1 | G2 | G3	17	3	0.466928	2.3206
G2	15	G3 | ~G5	18	2	0.554910	2.2826
G2	16	G2 | G3	17	2	0.550714	2.2368
G2	17	G8 | (~G3 & ~G5) | (~G5 & ~G7)	17	4	0.157884	2.1296
G2	18	G3 | ~G4	17	2	0.740035	2.0475
G2	19	G1 | G3 | (G8 & G9)	17	4	0.394656	1.8928
G2	20	~G5	17	1	0.649616	1.6379
G3	1	G10 | (G1 & G5)	19	3	0.032546	2.8550
G3	2	G10 | (G2 & G8)	19	3	0.038599	2.8489
G3	3	G10 & (~G2 | ~G7)	19	3	0.062989	2.8245
G3	4	G10 | (G8 & G9)	19	3	0.080764	2.8067
G3	5	G10 & G3	19	2	0.096631	2.7909
G3	6	G10 | (G2 & G6)	19	3	0.105732	2.7818
G3	7	G10 & (G3 | G7)	19	3	0.110469	2.7770
G3	8	G10 | (G3 & G7)	19	3	0.110469	2.7770
G3	9	G3 & (G10 | G4)	19	3	0.110966	2.7765
G3	10	G10 & (G3 | G4)	19	3	0.116928	2.7706
G3	11	G10 & (G8 | G9)	18	3	0.079938	2.7576
G3	12	G10 & (G3 | G6)	19	3	0.137756	2.7497
G3	13	G10 & (~G1 | ~G7)	19	3	0.151523	2.7360
G3	14	G10 & (G2 | G9)	18	3	0.106975	2.7305
G3	15	G3 | (G10 & G4)	18	3	0.110966	2.7265
G3	16	G10 & ~G7	19	2	0.244309	2.6432
G3	17	G10 | G8	19	2	0.285651	2.6018
G3	18	G10 | G3	18	2	0.257823	2.5797
G3	19	G10 | (G3 & G5) | (G3 & G7)	19	4	0.056192	2.3313
G3	20	G10	19	1	0.062989	2.3245
G3	21	G10 & (G2 | G3 | G7)	19	4	0.103204	2.2843
G3	22	G10 & (~G2 | ~G7) & (~G3 | ~G7)	19	4	0.103204	2.2843
G3	23	G3 | G8	18	2	0.564102	2.2734
G3	24	G10 & (G3 | G7) & (G3 | G8)	19	4	0.138424	2.2491
G3	25	G3 & (G10 | G2 | G8)	18	4	0.103123	2.2344
G3	26	G3	18	1	0.140137	2.1974
G3	27	G10 | (G1 & G3 & G5)	19	4	0.227313	2.1602
G3	28	G10 & (G7 | G8 | G9)	18	4	0.209603	2.1279
G4	1	G7 & (G2 | G6)	20	3	0.080282	2.8572
G4	2	G7 & (~G2 | ~G6)	20	3	0.080282	2.8572
G4	3	G7 | (G4 & ~G3)	20	3	0.109338	2.8282
G4	4	G7 & (G4 | ~G3)	20	3	0.109338	2.8282
G4	5	G7 & (G10 | G9)	20	3	0.118040	2.8195
G4	6	G7 & G9	20	2	0.118040	2.8195
G4	7	G4 & (G7 | ~G3)	19	3	0.109338	2.7782
G4	8	G7 & ~G3	20	2	0.197010	2.7405
G4	9	G7 & ~G1	19	2	0.217955	2.6695
G4	10	G7 & (G10 | G4)	19	3	0.232751	2.6547
G4	11	G7 & (G2 | G9)	20	3	0.302728	2.6348
G4	12	G7 & (G4 | G8)	19	3	0.275447	2.6121
G4	13	G4 & G7	19	2	0.319497	2.5680
G4	14	G4 | G7	19	2	0.319497	2.5680
G4	15	G7	20	1	0.113299	2.3242
G4	16	G7 | (G10 & G3 & G4)	19	4	0.195295	2.1922
G4	17	(G1 & G10) | (G10 & G7) | (G7 & G9)	19	4	0.201315	2.1862
G4	18	G7 | (G2 & G3 & G4) | (G3 & G4 & G6)	19	5	0.068773	1.8812
G4	19	G7 & (G2 | G5) & (G4 | G8)	19	5	0.244464	1.7055
G5	1	G4 & G7 & G9	20	3	0.048487	2.8890
G5	2	G4 & G7	20	2	0.060560	2.8769
G5	3	G4 & (G2 | G7)	20	3	0.062686	2.8748
G5	4	G7 & (G4 | G6)	20	3	0.076512	2.8610
G5	5	G7 & G9 & ~G1	20	3	0.146337	2.7912
G5	6	G7 & (G6 | G9)	19	3	0.099252	2.7882
G5	7	G5 & G7 & G9	19	3	0.111103	2.7764
G5	8	G4 & G9	19	2	0.145224	2.7423
G5	9	G4 | G5	19	2	0.157993	2.7295
G5	10	G5 & G7	19	2	0.192622	2.6949
G5	11	G7 & G9	19	2	0.277560	2.6099
G5	12	G4 & G5 & G7 & G9	19	4	0.054923	2.3326
G5	13	G4 | (G2 & G5 & G7)	19	4	0.069338	2.3182
G5	14	G4 | (G5 & G7) | (G7 & G8)	19	4	0.081383	2.3061
G5	15	G4 & G9 & (G2 | G6)	19	4	0.085605	2.3019
G5	16	G4	19	1	0.100921	2.2866
G5	17	G5 & G7 & (G6 | G9)	19	4	0.104889	2.2826
G5	18	G7	19	1	0.192622	2.1949
G6	1	G5 | (G6 & G9)	20	3	0.124008	2.8135
G6	2	G9 & (G5 | G6)	20	3	0.124008	2.8135
G6	3	G5 | (G10 & G9)	19	3	0.088082	2.7994
G6	4	G5 | (G3 & G6)	19	3	0.094031	2.7935
G6	5	G6 | (G2 & G5)	19	3	0.098628	2.7889
G6	6	G9 & (G4 | G6)	19	3	0.121069	2.7664
G6	7	G5 | (G10 & G6)	19	3	0.122069	2.7654
G6	8	G6 & (G5 | G9)	19	3	0.124015	2.7635
G6	9	G6 & (G8 | G9)	19	3	0.132776	2.7547
G6	10	(G6 & G8) | (G6 & G9) | (G8 & G9)	19	3	0.132776	2.7547
G6	11	G5 | G6	19	2	0.247829	2.6397
G6	12	G6 & G9	19	2	0.322835	2.5647
G6	13	(G5 & G9) | (G6 & G8) | (G6 & G9)	20	4	0.122136	2.3154
G6	14	G5 | (G6 & G8) | (G6 & G9)	20	4	0.122164	2.3153
G6	15	G9 & (G4 | G5 | G6)	19	4	0.115189	2.2723
G6	16	G5 | (G1 & G9) | (G6 & G9)	19	4	0.123683	2.2638
G7	1	~G10 & (~G1 | ~G3)	19	3	0.093349	2.7942
G7	2	~G3 & (~G1 | ~G10)	19	3	0.096423	2.7911
G7	3	~G3 | (~G1 & ~G10)	19	3	0.096423	2.7911
G7	4	~G10 & (~G2 | ~G3)	19	3	0.104822	2.7827
G7	5	~G3 & (~G10 | ~G5)	19	3	0.117684	2.7698
G7	6	~G3 & (G4 | ~G10)	19	3	0.119510	2.7680
