Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G1	1	G1 & ~G7	2.833	0.104464	20	0	1	1	7	0	0	0	0.777777777777778	1	20	0	1
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G2	1	~G5 | ~G7 | ~G9	2.6359	0.201586	18	1	2	2	4	0.333333333333333	0.333333333333333	0.333333333333333	0.555555555555556	0.9	20	2	3
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G3	1	G10 | G8	2.6019	0.285599	19	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	0.95	20	1	2
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G4	1	G7 & (G3 | G9)	2.8625	0.07499	20	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	1	20	0	3
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G4	2	G7 & G9	2.8625	0.07499	20	0	2	1	6	0	0	0	0.666666666666667	1	20	0	2
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G5	1	G4 & G7	2.8771	0.060359	20	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	20	0	2
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G5	2	G4 & (G1 | G7)	2.8771	0.060359	20	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	1	20	0	3
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G6	1	G5 | (G6 & G9)	2.8135	0.124008	20	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	20	0	2
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G6	2	G9 & (G5 | G6)	2.8135	0.124008	20	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	20	0	2
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G7	1	G7 & ~G3	2.5558	0.281664	18	0	1	1	7	0	0	0	0.777777777777778	0.9	20	2	1
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G8	1	G10 & ~G6	2.7914	0.096074	19	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	0.95	20	1	2
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G9	1	G6 | G7 | ~G3	2.6417	0.245774	19	1	2	1	5	0.333333333333333	0.5	0.4	0.666666666666667	0.95	20	1	3
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G10	1	G10 | G8	2.4802	0.357307	18	0	1	0	8	0	0	0	0.888888888888889	0.9	20	2	1
10	size10_5	rules_WCSS_size10_5_2	WCSS	2	rules_by_gene.tsv	G10	2	G10 | (G6 & G8)	2.4802	0.357307	18	0	2	0	7	0	0	0	0.777777777777778	0.9	20	2	2
