rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G33 & G95	20	2	0.0	G33, G95	2	1	0.3645822307545874
2	G33 & G95	20	2	0.0	G33, G95	2	1	0.3645822307545874
3	G33 & G95	20	2	0.0	G33, G95	2	1	0.3645822307545874
4	G33	20	1	0.5	G33	1	1	0.3529087349481074
5	G33	20	1	0.5	G33	1	1	0.3529087349481074
6	G33	20	1	0.5	G33	1	1	0.3529087349481074
7	G33	20	1	0.5	G33	1	1	0.3529087349481074
8	G33	20	1	0.5	G33	1	1	0.3529087349481074
9	G33	20	1	0.5	G33	1	1	0.3529087349481074
10	G33	20	1	0.5	G33	1	1	0.3529087349481074
11	G33	20	1	0.5	G33	1	1	0.3529087349481074
12	G33	20	1	0.5	G33	1	1	0.3529087349481074
13	G33	20	1	0.5	G33	1	1	0.3529087349481074
14	G33	20	1	0.5	G33	1	1	0.3529087349481074
15	G33	20	1	0.5	G33	1	1	0.3529087349481074
16	G33	20	1	0.5	G33	1	1	0.3529087349481074
17	G33	20	1	0.5	G33	1	1	0.3529087349481074
18	G33	20	1	0.5	G33	1	1	0.3529087349481074
19	G33	20	1	0.5	G33	1	1	0.3529087349481074
20	G33	20	1	0.5	G33	1	1	0.3529087349481074
21	G33	20	1	0.5	G33	1	1	0.3529087349481074
22	G33	20	1	0.5	G33	1	1	0.3529087349481074
23	G33	20	1	0.5	G33	1	1	0.3529087349481074
24	G33	20	1	0.5	G33	1	1	0.3529087349481074
25	G33	20	1	0.5	G33	1	1	0.3529087349481074
26	G33	20	1	0.5	G33	1	1	0.3529087349481074
27	G33	20	1	0.5	G33	1	1	0.3529087349481074
28	G33	20	1	0.5	G33	1	1	0.3529087349481074
29	G33	20	1	0.5	G33	1	1	0.3529087349481074
30	G33	20	1	0.5	G33	1	1	0.3529087349481074
31	G33	20	1	0.5	G33	1	1	0.3529087349481074
32	G92 & G95	19	2	0.0	G92, G95	2	1	0.6036806956389059
33	G4 & G95	18	2	0.0	G4, G95	2	1	0.5846332195576764
34	G3	17	1	0.5	G3	1	1	0.8797348582463167
35	G41	16	1	0.5	G41	1	1	0.650193372193733
36	G33 | G92	14	2	0.0	G33, G92	2	1	0.4639380398236101
37	G78 & G92	12	2	0.0	G78, G92	2	1	2.828520450351369
38	G64	10	1	0.5	G64	1	1	1.6660524543689843
39	G85 | G87	10	2	0.0	G85, G87	2	1	2.459836683448595
40	~G7	10	1	0.5	G7	1	1	2.1445024394396603
41	~G64	10	1	0.5	G64	1	1	2.642756029375205
42	G25 | G92	9	2	0.0	G25, G92	2	1	1.1401585690291474
43	G73 & G90	8	2	0.0	G73, G90	2	1	1.1540269713002431
44	G64 & G90	8	2	0.0	G64, G90	2	1	1.8368647620871763
45	G87 | G94	7	2	0.0	G87, G94	2	1	2.4448687405798597
46	~G15	7	1	0.5	G15	1	1	2.2165066631188974
47	G47 & G66	6	2	0.0	G47, G66	2	1	0.46376790197900386
48	G47 & G66	6	2	0.0	G47, G66	2	1	0.46376790197900386
49	G7 | ~G59	5	2	0.0	G59, G7	2	1	0.547644896946782
50	G86	3	1	0.5	G86	1	1	0.8221050332504977
