Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G1 & ~G7	19	2	0.220381	2.6671
G1	2	~G7 & (G1 | G6)	20	3	0.378517	2.5590
G1	3	G1 & (~G10 | ~G7)	19	3	0.391712	2.4958
G1	4	~G7 & (G6 | G9)	20	3	0.469385	2.4681
G1	5	~G7 & (G3 | G6)	20	3	0.472066	2.4654
G1	6	~G7 & (G3 | G4)	19	3	0.453398	2.4341
G1	7	G9 & ~G7	19	2	0.509890	2.3776
G1	8	(G1 | G4) & (G1 | G6) & (G4 | ~G7) & (G6 | ~G7)	20	4	0.221269	2.2162
G1	9	G6 & (G1 | G10) & (G1 | G2)	19	4	0.255251	2.1322
G1	10	~G7	19	1	0.561936	1.8256
G2	1	~G1 & (~G3 | ~G6)	20	3	0.202752	2.7347
G2	2	~G1 & (G2 | ~G6)	19	3	0.485996	2.4015
G2	3	~G6 & (~G1 | ~G9)	19	3	0.488648	2.3989
G2	4	~G1 & ~G6	19	2	0.564805	2.3227
G3	1	G3 & (G5 | ~G2)	19	3	0.175778	2.7117
G3	2	G3 & (G2 | G9)	18	3	0.136440	2.7011
G3	3	G3 | (G1 & G7)	18	3	0.219043	2.6185
G3	4	G3 & (G1 | G7)	18	3	0.219043	2.6185
G3	5	G3 & (~G2 | ~G6)	19	3	0.326527	2.5610
G3	6	G3 & (G1 | G9)	18	3	0.304525	2.5330
G3	7	G3 & (~G2 | ~G8)	19	3	0.365073	2.5224
G3	8	G3 & (G10 | ~G2)	19	3	0.374741	2.5128
G3	9	G3 & ~G2	18	2	0.375315	2.4622
G3	10	G3 & (G7 | G9)	18	3	0.445216	2.3923
G3	11	G3 & G9	18	2	0.663768	2.1737
G3	12	G3 & (G10 | ~G2) & (G7 | ~G2)	19	4	0.331565	2.0559
G3	13	G3	18	1	0.537998	1.7995
G4	1	G6 & ~G3 & ~G5	16	3	0.165117	2.5724
G4	2	~G3 & (~G7 | ~G9)	17	3	0.382631	2.4049
G4	3	G9 & ~G3 & ~G7	16	3	0.382631	2.3549
G4	4	~G7 & (~G3 | ~G9)	16	3	0.382631	2.3549
G4	5	G6 & G9 & ~G3	16	3	0.396400	2.3411
G4	6	~G3 & (G1 | G2)	16	3	0.396624	2.3409
G4	7	~G3 & (~G5 | ~G9)	17	3	0.484104	2.3034
G4	8	~G9 | (G1 & ~G3)	17	3	0.529150	2.2583
G4	9	G1 & G6 & ~G3	16	3	0.495326	2.2422
G4	10	G1 & G9 & ~G3	16	3	0.529150	2.2083
G4	11	G1 & (~G3 | ~G9)	16	3	0.529150	2.2083
G4	12	~G3 & (G8 | ~G5)	16	3	0.552945	2.1846
G4	13	~G3 & (~G4 | ~G5)	16	3	0.599437	2.1381
G4	14	G1 & ~G3 & ~G5	16	3	0.643062	2.0944
G4	15	~G3 & (~G10 | ~G7)	16	3	0.670519	2.0670
G4	16	~G3 & ~G5	16	2	0.684103	2.0534
G4	17	~G3 & (~G10 | ~G5 | ~G6)	16	4	0.190171	2.0473
G4	18	G1 & G6 & ~G3 & ~G5	16	4	0.286358	1.9511
G4	19	G1 & ~G3	16	2	0.787009	1.9505
G4	20	~G3 & (~G10 | ~G9)	16	3	0.857088	1.8804
G4	21	G1 & G6 & G9 & ~G5	16	4	0.476467	1.7610
G4	22	G1 & G6 & ~G5	16	3	1.352948	1.7375
G5	1	G1 | G2 | G8	14	3	0.589730	2.0478
G5	2	G4 | G8 | ~G5	15	3	0.759515	1.9280
G5	3	G1 | G4 | G8	15	3	0.760807	1.9267
G5	4	G4 | G8	14	2	0.760883	1.8766
G5	5	G1 | G2 | G4 | G8	14	4	0.473624	1.6639
G6	1	G10 & (G1 | G8)	17	3	0.327304	2.4602
G6	2	G1 | (~G7 & ~G9)	17	3	0.398775	2.3887
G6	3	G1 | (G5 & ~G7)	17	3	0.406751	2.3807
G6	4	G1 | (~G3 & ~G7)	17	3	0.452914	2.3346
G6	5	~G7 | (G10 & G3)	18	3	0.510949	2.3266
G6	6	G10 & (~G4 | ~G7)	17	3	0.517090	2.2704
G6	7	G1 | ~G7	17	2	0.709066	2.0784
G6	8	G10 & (G3 | G6 | G8)	18	4	0.330398	2.0071
G6	9	~G7 | (G10 & G3 & G9)	18	4	0.464032	1.8735
G6	10	G10 & (G1 | G3 | G8)	18	4	0.639866	1.6976
G7	1	G7 & (~G5 | ~G8)	18	3	0.340929	2.4966
G7	2	G7 | (~G2 & ~G6)	19	3	0.569423	2.3181
G7	3	G7 | (~G10 & ~G6)	19	3	0.586656	2.3008
G7	4	G7 | ~G6	18	2	0.595936	2.2416
G7	5	G7	18	1	0.322653	2.0148
G7	6	G7 | (~G10 & ~G2 & ~G6)	19	4	0.378606	2.0089
G7	7	G7 & (G10 | G2 | G5 | G9)	18	5	0.069982	1.8300
G8	1	G5 & (G7 | ~G1)	17	3	0.203198	2.5843
G8	2	~G1 & (G5 | ~G7)	17	3	0.203198	2.5843
G8	3	G5 & (G7 | G8)	16	3	0.232453	2.5050
G8	4	G5 & G7 & G9	16	3	0.283406	2.4541
G8	5	G5 & (~G1 | ~G10)	17	3	0.371626	2.4159
G8	6	~G1 & (~G7 | ~G8)	17	3	0.414598	2.3729
G8	7	G5 & (G2 | G7)	17	3	0.425587	2.3619
