Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_4	rules_WCSS_size10_4_1	WCSS	1	rules_by_gene.tsv	G1	1	G1 & ~G7	2.7171	0.220381	19	1	0	2	6	1	0.333333333333333	0.5	0.777777777777778	0.95	20	1	1
10	size10_4	rules_WCSS_size10_4_1	WCSS	1	rules_by_gene.tsv	G2	1	~G1 & ~G3	2.3878	0.497064	18	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	0.9	20	2	2
10	size10_4	rules_WCSS_size10_4_1	WCSS	1	rules_by_gene.tsv	G3	1	G3 & (G5 | ~G2)	2.7617	0.175778	19	1	1	2	5	0.5	0.333333333333333	0.4	0.666666666666667	0.95	20	1	2
10	size10_4	rules_WCSS_size10_4_1	WCSS	1	rules_by_gene.tsv	G4	1	G1 & G4 & G9	2.1721	0.55487	15	0	2	1	6	0	0	0	0.666666666666667	0.75	20	5	2
10	size10_4	rules_WCSS_size10_4_1	WCSS	1	rules_by_gene.tsv	G5	1	G1 | G4 | G8	1.977	0.74995	15	0	3	0	6	0	0	0	0.666666666666667	0.75	20	5	3
10	size10_4	rules_WCSS_size10_4_1	WCSS	1	rules_by_gene.tsv	G6	1	G10 | (G1 & G6)	2.5858	0.193846	16	0	2	1	6	0	0	0	0.666666666666667	0.8	20	4	2
10	size10_4	rules_WCSS_size10_4_1	WCSS	1	rules_by_gene.tsv	G7	1	G7	2.0874	0.297508	18	0	0	2	7	0	0	0	0.777777777777778	0.9	20	2	0
10	size10_4	rules_WCSS_size10_4_1	WCSS	1	rules_by_gene.tsv	G8	1	G5 & ~G1	2.4809	0.351351	17	0	2	0	7	0	0	0	0.777777777777778	0.85	20	3	2
10	size10_4	rules_WCSS_size10_4_1	WCSS	1	rules_by_gene.tsv	G8	2	~G1 & (G4 | G5)	2.4809	0.351351	17	0	3	0	6	0	0	0	0.666666666666667	0.85	20	3	3
10	size10_4	rules_WCSS_size10_4_1	WCSS	1	rules_by_gene.tsv	G9	1	G1 | G3 | G4	2.8419	0.095574	19	0	3	2	4	0	0	0	0.444444444444444	0.95	20	1	3
10	size10_4	rules_WCSS_size10_4_1	WCSS	1	rules_by_gene.tsv	G10	1	G4 | G8	1.9105	0.816478	15	0	2	0	7	0	0	0	0.777777777777778	0.75	20	5	2
