rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G9	18	1	0.5	G9	1	6	0.3169552973755503
2	G9 | (G5 & G7)	18	3	0.0	G5, G7, G9	3	6	0.3169552973755503
3	G9	18	1	0.5	G9	1	6	0.3169552973755503
4	G9	18	1	0.5	G9	1	6	0.3169552973755503
5	G9 | (G5 & G7)	18	3	0.0	G5, G7, G9	3	6	0.3169552973755503
6	G9	18	1	0.5	G9	1	6	0.3169552973755503
7	G9 | (G5 & G7)	18	3	0.0	G5, G7, G9	3	6	0.3169552973755503
8	G9	18	1	0.5	G9	1	6	0.3169552973755503
9	G9	18	1	0.5	G9	1	6	0.3169552973755503
10	G9	18	1	0.5	G9	1	6	0.3169552973755503
11	G9 | (G5 & G7)	18	3	0.0	G5, G7, G9	3	6	0.3169552973755503
12	G9	18	1	0.5	G9	1	6	0.3169552973755503
13	G9	18	1	0.5	G9	1	6	0.3169552973755503
14	G9	18	1	0.5	G9	1	6	1.2021264987601463
15	G9	18	1	0.5	G9	1	6	0.7096059405202655
16	G9	18	1	0.5	G9	1	6	0.7096059405202655
17	G9	18	1	0.5	G9	1	6	0.7096059405202655
18	G9	18	1	0.5	G9	1	6	0.7096059405202655
19	G9	18	1	0.5	G9	1	6	0.7096059405202655
20	G9	18	1	0.5	G9	1	6	0.7096059405202655
21	G9	18	1	0.5	G9	1	6	0.7096059405202655
22	G9	18	1	0.5	G9	1	6	0.7096059405202655
23	G9 | (G3 & G7)	18	3	0.0	G3, G7, G9	3	6	0.8704592216833901
24	G9 | (G1 & G3 & G7) | (G3 & G5 & G7)	18	5	1.0	G1, G3, G5, G7, G9	5	6	0.37805212902529683
25	G3 | G9	16	2	0.0	G3, G9	2	6	0.36504161965920867
26	G7 | ~G5	16	2	0.0	G5, G7	2	6	1.3097144282995055
27	G4 | G6	15	2	0.0	G4, G6	2	6	1.0090878110493329
28	G4 | G6	15	2	0.0	G4, G6	2	6	1.0090878110493329
29	G4 | G9	15	2	0.0	G4, G9	2	6	1.1933913574556345
30	G4 | G9	15	2	0.0	G4, G9	2	6	1.1933913574556345
31	G8 | G9	15	2	0.0	G8, G9	2	6	1.2021264987601463
32	G4 & G6	14	2	0.0	G4, G6	2	6	1.0090878110493329
33	G4 & G6	14	2	0.0	G4, G6	2	6	1.0090878110493329
34	G7 & G9	14	2	0.0	G7, G9	2	6	1.1184714420842983
35	G3 & G7 & G9 & ~G5	13	4	0.5	G3, G5, G7, G9	4	6	0.8704592216833901
36	G5 & G9	12	2	0.0	G5, G9	2	6	0.3169552973755503
37	G5 & G9	12	2	0.0	G5, G9	2	6	1.120707952910641
38	G2 & G9	11	2	0.0	G2, G9	2	6	0.8627168638099859
39	G5 | G9	10	2	0.0	G5, G9	2	6	1.120707952910641
40	G5 | G9	10	2	0.0	G5, G9	2	6	1.120707952910641
41	G5 | G9	10	2	0.0	G5, G9	2	6	1.120707952910641
42	G5 & G7	10	2	0.0	G5, G7	2	6	1.3097144282995055
43	G3 & G4	10	2	0.0	G3, G4	2	6	2.581491416599061
44	G5 | G7 | G9	10	3	0.0	G5, G7, G9	3	6	0.8704592216833901
45	G3 | G5 | G7 | G9	10	4	0.5	G3, G5, G7, G9	4	6	0.8704592216833901
46	G2 | G3	9	2	0.0	G2, G3	2	6	1.8048704945070007
47	G5 | G7	8	2	0.0	G5, G7	2	6	1.3097144282995055
48	G4 | G5 | (G2 & G3) | (G2 & G7)	8	5	1.0	G2, G3, G4, G5, G7	5	6	0.5913191770137728
49	G2 | (G5 & G9)	6	3	0.0	G2, G5, G9	3	6	0.4552007000230286
50	~G9	2	1	0.5	G9	1	6	0.7096059405202655
