Gen	Regla	Error	N_reguladores
G1	(!G7)	0	1
G2	(!G7)	0	1
G3	(G10)	0	1
G4	(G9)	0	1
G5	(G7)	0	1
G6	(!G7 & G10) | (G7 & !G10)	0	2
G7	(G9)	0	1
G8	0	0	1
G9	(!G10)	0	1
G10	0	0	1
