Gen	Regla	Error	N_reguladores
G1	(G5)	0	1
G2	(G10)	0	1
G3	(G8)	0	1
G4	(!G9 & !G10)	0	2
G5	(!G9)	0	1
G6	1	0	1
G7	(G10)	0	1
G8	(G9)	0	1
G9	0	0	1
G10	(!G1)	0	1
