Gen	Regla	Error	N_reguladores
G1	(G3)	0	1
G2	(G3)	0	1
G3	(G10)	0	1
G4	(G7)	0	1
G5	(G3)	0	1
G6	(G3)	0	1
G7	(!G3)	0	1
G8	0	0	1
G9	(G7)	0	1
G10	0	0	1
