Gen	Regla	Error	N_reguladores
G1	0	0	1
G2	(G8)	0	1
G3	(G10)	0	1
G4	(!G10)	0	1
G5	1	0	1
G6	(!G8)	0	1
G7	(!G9)	0	1
G8	(G10)	0	1
G9	(!G8 & !G9) | (G8 & G9)	0	2
G10	0	0	1
