Gen	Regla	Error	N_reguladores
G1	(G3)	0	1
G2	(G3) | (G1)	1	2
G3	(!G6 & !G7) | (!G7 & G10)	0	3
G4	(!G3 & !G10)	0	2
G5	(!G1 & G6) | (G1 & !G6)	2	2
G6	(!G2 & !G5 & G6 & !G10) | (G2 & G5 & !G6 & !G10) | (G2 & G5 & G6 & G10)	2	4
G7	(!G6 & G7 & !G10) | (G6 & !G7 & !G10)	1	3
G8	(G10)	2	1
G9	(!G3 & !G10)	0	2
G10	(G10)	2	1
