Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G53 & G54 & G60	18	3	0.378100	2.4594
G1	2	G53 & G60	18	2	0.805014	2.0325
G1	3	G60 & G77	17	2	0.919222	1.8683
G1	4	G54 & G60	17	2	0.922044	1.8655
G2	1	G21 & G63 & G65	19	3	0.224047	2.6635
G2	2	G21 & G51 & G63	19	3	0.607729	2.2798
G2	3	G21 & G51 & G65	18	3	0.589352	2.2481
G2	4	G21 & G51 & G90	18	3	0.842260	1.9952
G2	5	G90 & (G21 | G34) & (G34 | G74)	18	4	0.427897	1.9096
G2	6	G21 & G51	18	2	1.129708	1.8375
G2	7	G21 & G65	18	2	1.206579	1.8375
G2	8	G21 & G63	18	2	1.217973	1.8375
G2	9	G21 & G32 & G65 & G78	18	4	0.611564	1.7259
G2	10	G21 & G51 & G60 & G65	18	4	0.645998	1.6915
G3	1	G28 | G55 | G75	17	3	0.314976	2.4725
G3	2	G28 | G55	17	2	1.093800	1.7875
G3	3	G28 | G32 | G55	16	3	1.071504	1.7375
G3	4	G28 | G75	16	2	1.176795	1.7375
G3	5	G28	16	1	0.730833	1.5067
G3	6	G28 | G32 | G55 | G75 | G8	16	5	0.803883	0.9961
G4	1	G35 | G40 | G9	19	3	0.734646	2.1529
G4	2	G11 | G40	18	2	0.891450	1.9460
G5	1	G74 & G89 & ~G90	19	3	0.103724	2.7838
G5	2	G89 & ~G90	20	2	0.370921	2.5666
G5	3	G20 & G52 & G89	19	3	0.328956	2.5585
G5	4	G20 & G89	19	2	0.471147	2.4164
G6	1	G20 | G48	19	2	0.557943	2.3296
G7	1	G64 & G70 & G72	17	3	0.380084	2.4074
G7	2	G5 & G64 & G72	16	3	0.416409	2.3211
G7	3	G13 & G64 & G72	17	3	0.501849	2.2857
G7	4	G49 & G64 & G70 & G72	16	4	0.605266	1.6322
G7	5	G13 & G62 & G64 & G70 & G72	16	5	0.351417	1.4486
G8	1	G89 & (~G13 | ~G35)	20	3	0.330868	2.6066
G9	1	~G89 | (G18 & G24)	19	3	0.296772	2.5907
G9	2	~G18 | ~G89	18	2	0.541474	2.2960
G9	3	G24	19	1	0.515515	1.8720
G9	4	~G89	19	1	0.552898	1.8346
G9	5	~G98	18	1	0.805952	1.5315
G9	6	~G59	18	1	1.189345	1.3375
G10	1	~G61 & (~G87 | ~G96)	17	3	0.611149	2.1764
G10	2	~G61 & (~G49 | ~G65) & (~G87 | ~G96)	18	5	0.758020	1.1420
G11	1	G29 | (G43 & G56)	19	3	0.203972	2.6835
G11	2	G29 | G43	19	2	0.203972	2.6835
G11	3	G29 & G43	19	2	0.414591	2.4729
G11	4	G29 | G34	18	2	0.438083	2.3994
G11	5	G29	19	1	0.189005	2.1985
G11	6	G9 | (G29 & G43 & G95)	19	4	0.294599	2.0929
G11	7	G43	19	1	0.379500	2.0080
G12	1	G27 | G36 | G53	20	3	0.261461	2.6760
G12	2	G27 | G53	20	2	0.263645	2.6739
G12	3	G19 | G27	19	2	0.456247	2.4313
G12	4	G27 | G36	19	2	1.023777	1.8875
G13	1	G75 | (G64 & G73)	20	3	0.241240	2.6963
G13	2	G75 | (G66 & ~G44)	19	3	0.238980	2.6485
G13	3	G75 | (G30 & G73)	20	3	0.299655	2.6378
G13	4	G75 | (G30 & G84)	20	3	0.435956	2.5015
G13	5	G30 | G75	20	2	0.469035	2.4685
G13	6	G47 | G75	19	2	0.485604	2.4019
G13	7	G75	19	1	0.292060	2.0954
G13	8	G30 | (G25 & G73 & G75)	19	4	0.294188	2.0933
G13	9	G30	19	1	0.606930	1.7806
G14	1	G44 & G75 & G93	20	3	0.159928	2.7776
G14	2	G13 & G44 & G75	20	3	0.208535	2.7290
G14	3	G44 & G75	20	2	0.303703	2.6338
G14	4	G75 & G93	19	2	0.303048	2.5845
G14	5	G30 & G75	19	2	0.316878	2.5706
G14	6	G66 & G93	19	2	0.453973	2.4335
G14	7	G44 & G93	20	2	0.541413	2.3961
G15	1	G59 & (G13 | G91)	17	3	0.273097	2.5144
G15	2	G59 & (G16 | G63)	17	3	0.279734	2.5078
G15	3	G59 | (G12 & G21)	18	3	0.469389	2.3681
G15	4	G59 & (G21 | G45 | G5)	17	4	0.081859	2.2056
G15	5	G59 | (G21 & G91)	17	3	0.587751	2.1997
G15	6	G16 | (G12 & G21) | (G12 & G59)	18	4	0.317771	2.0197
G15	7	G21 | G59	17	2	0.962663	1.8248
G15	8	G16 | (G2 & G21) | (G2 & G59) | (G21 & G73) | (G59 & G73)	18	5	0.288108	1.6119
G15	9	G16 | (G12 & G13) | (G12 & G21)	18	4	0.763325	1.5742
G15	10	G59	17	1	0.899470	1.3880
G15	11	G16	17	1	0.991041	1.2965
G16	1	G20 | G31 | G93	19	3	0.262113	2.6254
G16	2	G20 | G31	19	2	0.702962	2.1845
G16	3	G18	18	1	0.853832	1.4837
G17	1	G78 & G83 & ~G71	17	3	0.652812	2.1347
G17	2	~G70 & (~G25 | ~G71)	16	3	0.624137	2.1134
G17	3	G78 & ~G71	17	2	1.009504	1.7875
G18	1	G18 & G54 & G70	18	3	0.192370	2.6451
G18	2	G18 & G70	17	2	0.630523	2.1570
G18	3	G18	17	1	0.630523	1.6570
G19	1	~G14 & ~G2	20	2	0.352384	2.5851
G19	2	~G14 | ~G95	19	2	0.449549	2.4380
G19	3	~G14	20	1	0.620131	1.8174
G20	1	G89 | (G21 & G65)	18	3	0.103492	2.7340
G20	2	G20 | G5	17	2	0.637967	2.1495
G20	3	G10 & G98	17	2	1.003516	1.7875
G20	4	G5 | G89	17	2	1.056462	1.7875
G20	5	G65 | G98	17	2	1.060659	1.7875
G20	6	G10 & G89	17	2	1.135179	1.7875
G20	7	G65 | G89	17	2	1.182571	1.7875
G20	8	G20	17	1	0.570858	1.7166
G20	9	G65 | G98 | (G10 & G20 & G89)	17	5	0.405615	1.4444
G20	10	G89	18	1	1.182595	1.3375
G21	1	G86 & (G10 | G78)	16	3	0.560807	2.1767
G21	2	G63 & G86	16	2	0.905556	1.8319
G21	3	G54 & G86	15	2	0.905282	1.7822
G21	4	G63 & G72	15	2	1.088247	1.6875
G21	5	G100 & G47	15	2	1.166786	1.6875
G21	6	G86	16	1	0.811285	1.4262
G22	1	G2 | G64 | G78	18	3	0.225805	2.6117
G22	2	G2 | G78	18	2	0.549910	2.2876
G22	3	G2 | G80	17	2	0.505013	2.2825
G22	4	G78 | G79 | G91 | (G2 & G64)	17	5	0.313915	1.5361
G23	1	G22 & G40 & G43	16	3	0.478966	2.2585
G23	2	G40 & G43 & ~G52	15	3	0.528063	2.1594
G23	3	G22 & G40 & G45	15	3	0.992581	1.6949
G23	4	G22 & G40	15	2	1.028381	1.6875
G23	5	G40 & G43	15	2	1.385867	1.6875
G24	1	G24 | G40	19	2	0.131539	2.7560
G24	2	G40 | (G22 & ~G18)	19	3	0.200565	2.6869
G24	3	G24 | (G22 & ~G18)	20	3	0.250839	2.6867
G24	4	G24 & (G61 | G65 | G90)	19	4	0.416892	1.9706
G24	5	G24	19	1	0.609528	1.7780
G25	1	G11 & G9	20	2	0.125431	2.8121
G25	2	G9 & (G11 | G67)	19	3	0.125431	2.7621
G25	3	G11 & G67 & G9	19	3	0.125431	2.7621
G26	1	G68 & (G16 | G83)	20	3	0.120524	2.8170
G26	2	G68 | (G16 & G83)	20	3	0.120524	2.8170
G26	3	G68	20	1	0.109084	2.3284
G27	1	G79 | (G22 & ~G75)	17	3	0.345433	2.4421
G27	2	G79 | ~G75	17	2	0.712202	2.0753
G27	3	G79 | (G22 & ~G72)	16	3	0.744041	1.9935
G27	4	G79	16	1	0.798304	1.4392
G27	5	~G75	16	1	0.842096	1.3954
G28	1	G18 | G26 | G28	19	3	0.148816	2.7387
G28	2	G26 | G28 | G56	19	3	0.157877	2.7296
G28	3	G26 | G28 | G93	19	3	0.170513	2.7170
G28	4	G26 | G28 | G65	19	3	0.360997	2.5265
G28	5	G26 | G28	19	2	0.376179	2.5113
G28	6	G28 | G56	18	2	0.436835	2.4007
G28	7	G18 | G28	18	2	0.492221	2.3453
G28	8	G26 | G35 | G65 | G89	19	4	0.238135	2.1494
G28	9	G28	18	1	0.483786	1.8537
G29	1	G24 | (G7 & G91)	20	3	0.386258	2.5512
G29	2	G24 | (G40 & G7)	20	3	0.464528	2.4730
G29	3	G24 | G40	19	2	0.542891	2.3446
G29	4	G24 | G7	19	2	0.570095	2.3174
G29	5	G24	19	1	0.547188	1.8403
G29	6	G24 | (G10 & G11 & G15) | (G10 & G15 & G97)	19	5	0.121355	1.8286
G30	1	G89 & G98	20	2	0.370510	2.5670
G30	2	G98	20	1	0.068097	2.3694
G30	3	G28 & G98	20	2	0.576719	2.3608
G31	1	G59 | (G2 & G72)	18	3	0.106233	2.7313
G31	2	G2 | (G16 & G59)	18	3	0.114867	2.7226
G31	3	G59 | (G16 & G2)	18	3	0.114867	2.7226
G31	4	G16 | G59	18	2	0.173009	2.6645
G31	5	G16 & G59	18	2	0.173009	2.6645
G31	6	G59 | (G2 & G20)	18	3	0.196834	2.6407
G31	7	G59 | (G20 & G27)	17	3	0.279461	2.5080
G31	8	G2 | G59	18	2	0.378206	2.4593
G31	9	G59 & G89	18	2	0.396773	2.4407
G31	10	G59 | G72	17	2	0.354169	2.4333
G31	11	G72 | (G48 & G89)	17	3	0.424919	2.3626
G31	12	G20 | G89	17	2	0.582135	2.2054
G31	13	G59	18	1	0.173009	2.1645
G31	14	G16	18	1	0.458528	1.8790
G32	1	G16 & G30 & G52	20	3	0.071162	2.8663
G32	2	G30 & G52	20	2	0.332090	2.6054
G32	3	G16 & G52	19	2	0.684175	2.2033
G32	4	G30	19	1	0.675878	1.7116
G33	1	G13 & (G32 | ~G34)	19	3	0.251203	2.6363
G33	2	G13 | (G2 & ~G12)	19	3	0.296701	2.5908
G33	3	G13 | (G83 & G89)	18	3	0.256848	2.5807
G33	4	G13	19	1	0.147575	2.2399
G33	5	G13 & (G12 | G37 | G63) & (G37 | G63 | G89)	19	5	0.042099	1.9079
G33	6	~G12	18	1	0.472310	1.8652
G34	1	G12 & G39 & G98	20	3	0.206609	2.7309
G34	2	G39 & G54 & G99	20	3	0.476787	2.4607
G34	3	G17 & G39 & G57 & G98	19	4	0.161439	2.2261
G34	4	G12 & G39 & G54 & G98	20	4	0.244447	2.1931
G34	5	G12 & G35 & G39	19	3	0.707376	2.1801
G34	6	G12 & G21 & G39 & G98	20	4	0.296908	2.1406
G34	7	G12 & G39	19	2	0.774546	2.1130
G34	8	G12 & G35 & G39 & G54 & G6 & G98	19	6	0.030709	1.9193
G34	9	G12 & G34 & G35 & G39 & (G54 | G98)	19	6	0.341867	1.6081
G35	1	G25 & G27 & G91	19	3	0.603344	2.2842
G35	2	G27 & G83 & G91	19	3	0.615093	2.2724
G35	3	G1 & G91	18	2	1.002990	1.8375
G35	4	G83 & G91	18	2	1.150459	1.8375
G35	5	G1 & G27 & G68 & G91	18	4	0.882794	1.4547
G36	1	G12 & G28 & G53	19	3	0.084911	2.8026
G36	2	G28 & G53 & G67	19	3	0.095083	2.7924
G37	1	G33 | G64	19	2	0.201782	2.6857
G37	2	G33 | G37	19	2	0.215153	2.6723
G37	3	G33 | G50	19	2	0.270414	2.6171
G37	4	G33 | G86	18	2	0.222603	2.6149
G37	5	G33 | G7	19	2	0.289113	2.5984
G37	6	G33	19	1	0.192860	2.1946
G37	7	G37	18	1	0.279506	2.0580
G38	1	G90 | (G24 & G9)	17	3	0.915510	1.8720
G38	2	G11 | G90	16	2	1.438229	1.7375
G39	1	G55 | (G31 & G66)	18	3	0.321232	2.5163
G39	2	G66 & (G31 | G55)	17	3	0.403757	2.3837
G39	3	G31 | G55	18	2	0.660247	2.1773
G39	4	G31 & G66	17	2	0.803629	1.9839
G39	5	G31	17	1	0.823445	1.4641
G40	1	G90 & (G30 | G50)	19	3	0.699122	2.1884
G40	2	G50 & G90	19	2	0.699122	2.1884
G40	3	G90 & (G50 | G92)	18	3	0.656224	2.1813
G40	4	(G30 | G50) & (G44 | G90) & (G90 | G92)	18	5	0.126225	1.7738
G40	5	G90 & (G30 | G50) & (G44 | G92)	18	5	0.126225	1.7738
G41	1	~G73 | (~G66 & ~G90)	18	3	0.905796	1.9317
G42	1	G79 & G81 & G87	17	3	0.120888	2.6666
G42	2	G32 & G79 & G81 & G87	16	4	0.139103	2.0984
G42	3	G69 & G81 & G87 & G97	16	4	0.293720	1.9438
G42	4	G30 & G79 & G81 & G87	16	4	0.309244	1.9283
G42	5	G79 & G87	16	2	0.928842	1.8087
G42	6	G11 & G79 & G81 & G83 & G87	16	5	0.024395	1.7756
G43	1	G29 | G57	19	2	0.169139	2.7184
G43	2	G29 | (G32 & G57)	19	3	0.169139	2.7184
G43	3	G29	18	1	0.169139	2.1684
G43	4	G83	18	1	1.344034	1.3375
G44	1	~G79	19	1	0.859108	1.5284
G45	1	G2 | G97	18	2	0.869177	1.9683
G45	2	G2 | G43	17	2	0.825068	1.9624
G45	3	G2 | G83	17	2	0.925354	1.8621
G46	1	G50 | G56 | G65	17	3	0.211980	2.5755
G46	2	G56 | G65 | G93	16	3	0.429360	2.3081
G46	3	G56 | G65	16	2	0.759979	1.9775
G47	1	G63 & (G87 | G91)	19	3	0.337765	2.5497
G47	2	G63 & G91	19	2	0.961052	1.9264
G47	3	G63 & G8	18	2	1.116773	1.8375
G48	1	G33 & G5	20	2	0.281816	2.6557
G48	2	G33 & G5 & G50	20	3	0.335311	2.6022
G48	3	G32 & G33 & G5	20	3	0.432716	2.5048
G48	4	G33 & G5 & G50 & G89	19	4	0.103071	2.2844
G48	5	G5 & G50	20	2	0.733373	2.2041
G49	1	G35	16	1	1.334219	1.2375
G50	1	G100 | ~G68	19	2	0.528774	2.3587
G50	2	~G68	19	1	0.530800	1.8567
G51	1	G99 & (G1 | G67)	17	3	0.323975	2.4635
G51	2	G1 | G67	16	2	0.548882	2.1886
G51	3	G67 & G99	17	2	0.688039	2.0995
G51	4	G67	17	1	0.584744	1.7028
G52	1	G18 | (G98 & ~G4)	20	3	0.459839	2.4777
G52	2	~G4 | (G18 & G98)	20	3	0.459839	2.4777
G52	3	G18 | ~G4	20	2	0.479374	2.4581
G52	4	G18 | (G14 & G49 & G55) | (G14 & G49 & G88)	19	5	0.198995	1.7510
G53	1	G25 & (G58 | G80)	20	3	0.069764	2.8677
G53	2	G25 | (G58 & G80)	19	3	0.069764	2.8177
G53	3	G80 & (G25 | G95)	20	3	0.155477	2.7820
G53	4	G25 | (G35 & G73)	20	3	0.219177	2.7183
G53	5	G25	20	1	0.028597	2.4089
G53	6	G25 & (G58 | G80 | G89)	20	4	0.047230	2.3903
G54	1	G54 | (G43 & G69)	19	3	0.232761	2.6547
G54	2	G43 | G54	18	2	0.240485	2.5970
G54	3	G54 | (G1 & G69)	19	3	0.340503	2.5470
G54	4	G54	18	1	0.464905	1.8726
G55	1	G79 & (G30 | G92) & (G67 | G92)	18	4	0.768227	1.5693
G55	2	G79 & (G16 | G92) & (G67 | G92)	19	4	0.832817	1.5547
G55	3	G79 & G92 & (G16 | G67)	18	4	0.832817	1.5047
G55	4	G79 & (G64 | G92) & (G82 | G92)	18	4	0.925915	1.4116
G56	1	G65 & (G16 | G64)	16	3	0.833304	1.9042
G56	2	G65 & (G64 | G96)	17	3	0.928384	1.8591
G56	3	G18 & G65	17	2	1.200885	1.7875
G56	4	G16 & G65	16	2	1.331210	1.7375
G56	5	G65 & (G16 | G98) & (G64 | G96)	16	5	0.133178	1.6668
G56	6	G65	16	1	0.928384	1.3091
