rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
2	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
3	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
4	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
5	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
6	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
7	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
8	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
9	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
10	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
11	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
12	~G87 & (~G75 | ~G86)	19	3	0.0	G75, G86, G87	3	1	0.35329663901356234
13	~G75 & ~G86 & ~G87	18	3	0.0	G75, G86, G87	3	1	0.35329663901356234
14	~G80 & (~G32 | ~G72)	18	3	0.0	G32, G72, G80	3	1	0.6076618933753808
15	~G80	18	1	0.5	G80	1	1	0.7781029676164951
16	~G5	18	1	0.5	G5	1	1	1.516639554671918
17	~G7	17	1	0.5	G7	1	1	1.4341771687989473
18	~G69 & ~G7 & ~G86	16	3	0.0	G69, G7, G86	3	1	0.4602984468268405
19	~G86	15	1	0.5	G86	1	1	1.5237855865238445
20	~G97	15	1	0.5	G97	1	1	1.9452029215942743
21	~G86	15	1	0.5	G86	1	1	2.1661208468633903
22	~G86	15	1	0.5	G86	1	1	2.1661208468633903
23	~G86	15	1	0.5	G86	1	1	2.1661208468633903
24	~G86	15	1	0.5	G86	1	1	2.1661208468633903
25	~G75	15	1	0.5	G75	1	1	2.231531908354571
26	~G86 | (G29 & G87)	14	3	0.0	G29, G86, G87	3	1	0.9052948407927917
27	~G75 | ~G87	14	2	0.0	G75, G87	2	1	1.2003304696089132
28	~G7 | ~G86	13	2	0.0	G7, G86	2	1	1.2835456595508647
29	~G87 | ~G97 | (G42 & G86) | (G80 & G86)	13	5	1.0	G42, G80, G86, G87, G97	5	1	0.35893741794637213
30	G87 | ~G80	11	2	0.0	G80, G87	2	1	0.9763840326692279
31	G12 | G7 | G86	9	3	0.0	G12, G7, G86	3	1	0.5647153619089413
32	G19 & G86 & (G3 | G75)	9	4	0.5	G19, G3, G75, G86	4	1	0.4271535914184825
33	G100 & G45 & G7 & G86	9	4	0.5	G100, G45, G7, G86	4	1	0.632727651400701
34	G86 & (G16 | G7)	6	3	0.0	G16, G7, G86	3	1	0.3095513143950842
35	G35 & G75	6	2	0.0	G35, G75	2	1	1.6801980713522604
36	G84 | G99	5	2	0.0	G84, G99	2	1	1.86159031140583
37	G86	5	1	0.5	G86	1	1	1.9235332097291131
38	G86	5	1	0.5	G86	1	1	2.1661208468633903
39	G75	5	1	0.5	G75	1	1	2.231531908354571
40	G75	5	1	0.5	G75	1	1	2.231531908354571
41	G87 & (G75 | G86) & (G75 | G97)	4	4	0.5	G75, G86, G87, G97	4	1	0.25868101484675093
42	~G12	4	1	0.5	G12	1	1	1.7218931945462588
43	G16 | G30	3	2	0.0	G16, G30	2	1	0.8790457526092856
44	G87 | (G18 & G86)	3	3	0.0	G18, G86, G87	3	1	0.9086337667856076
45	G87	3	1	0.5	G87	1	1	1.3715713848466582
46	G87 | (G5 & G86)	2	3	0.0	G5, G86, G87	3	1	0.6354397245333414
47	G75 | G87 | (G86 & G88)	2	4	0.5	G75, G86, G87, G88	4	1	0.4036545994511802
48	G80	2	1	0.5	G80	1	1	0.7781029676164951
49	G30	2	1	0.5	G30	1	1	1.022180233512954
50	G86 | G87	1	2	0.0	G86, G87	2	1	0.44752803969746235
