Gen	Regla	Error	N_reguladores
G1	(!G8)	0	1
G2	(!G5 & G10) | (G5 & !G10)	0	2
G3	(G4)	0	1
G4	(!G5 & !G10)	0	2
G5	(!G9 & !G10)	0	2
G6	0	0	1
G7	(!G9)	0	1
G8	(G4)	0	1
G9	(!G8)	0	1
G10	0	0	1
