Gen	Regla	Error	N_reguladores
G1	(!G7 & G10)	0	2
G2	1	0	1
G3	(!G9)	0	1
G4	0	0	1
G5	1	0	1
G6	(!G8 & !G10) | (G8 & G10)	0	2
G7	(!G8 & G10)	0	2
G8	0	0	1
G9	(G1)	0	1
G10	(!G8)	0	1
