Gen	Regla	Error	N_reguladores
G1	(!G1)	0	1
G2	1	0	1
G3	(!G7)	0	1
G4	1	0	1
G5	0	0	1
G6	(!G7)	0	1
G7	(!G10)	0	1
G8	(!G7)	0	1
G9	(!G1)	0	1
G10	0	0	1
