rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G49 | (G14 & G53)	20	3	0.0	G14, G49, G53	3	1	0.3388515765949874
2	G49 | (G14 & G53)	20	3	0.0	G14, G49, G53	3	1	0.3388515765949874
3	G49 | (G14 & G53)	20	3	0.0	G14, G49, G53	3	1	0.3388515765949874
4	G49 | (G14 & G53)	20	3	0.0	G14, G49, G53	3	1	0.3388515765949874
5	G49 | (G14 & G53)	20	3	0.0	G14, G49, G53	3	1	0.3388515765949874
6	G49 | (G14 & G53)	20	3	0.0	G14, G49, G53	3	1	0.3388515765949874
7	G49 | (G14 & G53)	20	3	0.0	G14, G49, G53	3	1	0.3388515765949874
8	G49 | (G14 & G53)	20	3	0.0	G14, G49, G53	3	1	0.3388515765949874
9	G49 | (G14 & G53)	20	3	0.0	G14, G49, G53	3	1	0.3388515765949874
10	G49 | (G14 & G53)	20	3	0.0	G14, G49, G53	3	1	0.3388515765949874
11	G53 | G74	20	2	0.0	G53, G74	2	1	0.36954261434540436
12	G53 | G74	20	2	0.0	G53, G74	2	1	0.36954261434540436
13	G53 | G74	20	2	0.0	G53, G74	2	1	0.36954261434540436
14	G53 | G74	20	2	0.0	G53, G74	2	1	0.36954261434540436
15	G49 | G53	20	2	0.0	G49, G53	2	1	0.3817261428242435
16	G49 | (G12 & G53) | (G32 & G53)	20	4	0.5	G12, G32, G49, G53	4	1	0.3713149404497261
17	G49 | (G53 & G74)	19	3	0.0	G49, G53, G74	3	1	0.3339697119752366
18	G49	19	1	0.5	G49	1	1	0.36992050280181427
19	G14 | G49	19	2	0.0	G14, G49	2	1	0.5902801907386359
20	G49 | (G33 & G74) | (G74 & G78)	19	4	0.5	G33, G49, G74, G78	4	1	0.33979498168596306
21	G53	19	1	0.5	G53	1	1	0.37488814620577693
22	G53	19	1	0.5	G53	1	1	0.37488814620577693
23	G53	19	1	0.5	G53	1	1	0.37488814620577693
24	G53	19	1	0.5	G53	1	1	0.37488814620577693
25	G53	19	1	0.5	G53	1	1	0.37488814620577693
26	G49	19	1	0.5	G49	1	1	0.6586047959758199
27	G53 & (G12 | G73 | G77)	18	4	0.5	G12, G53, G73, G77	4	1	0.39533417754264144
28	G49 | (G12 & G73)	17	3	0.0	G12, G49, G73	3	1	0.4613417725024458
29	G49 | G91	17	2	0.0	G49, G91	2	1	0.8112845055349671
30	G49 | G73	16	2	0.0	G49, G73	2	1	0.7979138628213849
31	G14 | G54	16	2	0.0	G14, G54	2	1	1.04971016637952
32	G91 | (G12 & G49) | (G49 & G73)	16	4	0.5	G12, G49, G73, G91	4	1	0.7578342352673997
33	G74	16	1	0.5	G74	1	1	1.01003744743997
34	G14	16	1	0.5	G14	1	1	1.1780484985325772
35	G49 | G66	15	2	0.0	G49, G66	2	1	0.8857727586616115
36	G53 & (G37 | G73 | G89) & (G54 | G73 | G89)	15	5	1.0	G37, G53, G54, G73, G89	5	1	0.29967968992638544
37	G14 | (G12 & G73)	14	3	0.0	G12, G14, G73	3	1	0.7650204803208422
38	G58 | G78	13	2	0.0	G58, G78	2	1	1.6046545808072374
39	G53 & (G12 | G73)	12	3	0.0	G12, G53, G73	3	1	0.3536996127916717
40	G2 & G78	12	2	0.0	G2, G78	2	1	0.9557394973560804
41	G28 | G33 | G78	11	3	0.0	G28, G33, G78	3	1	0.819235931988276
42	G53 & G73	10	2	0.0	G53, G73	2	1	0.42939968579983623
43	G26 & G49	10	2	0.0	G26, G49	2	1	0.8267709908535675
44	G14 | G68	10	2	0.0	G14, G68	2	1	1.293525463066062
45	G12 | G32 | G49 | G78	10	4	0.5	G12, G32, G49, G78	4	1	0.2567363783836889
46	G24 & G73	9	2	0.0	G24, G73	2	1	1.0102503422278275
47	G12 & G32 & (G14 | G53)	9	4	0.5	G12, G14, G32, G53	4	1	0.31059673249583436
48	G73 & (G49 | G77)	8	3	0.0	G49, G73, G77	3	1	0.37282852272232164
49	G73	7	1	0.5	G73	1	1	1.8026835687936407
50	~G74	4	1	0.5	G74	1	1	1.01003744743997
