rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
2	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
3	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
4	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
5	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
6	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
7	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
8	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
9	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
10	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
11	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
12	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
13	G65 & (G37 | G80)	17	3	0.0	G37, G65, G80	3	1	0.5388749979163362
14	G65	14	1	0.5	G65	1	1	0.7874231379888254
15	G65	14	1	0.5	G65	1	1	0.9784837558272179
16	G65	14	1	0.5	G65	1	1	0.9784837558272179
17	G12 & G37 & G65	13	3	0.0	G12, G37, G65	3	1	0.48319192097558866
18	G10 & G50 & G62	13	3	0.0	G10, G50, G62	3	1	0.6170175312315339
19	G10 & G37 & G65	13	3	0.0	G10, G37, G65	3	1	0.6355578733568733
20	G65 & (G10 | G83)	13	3	0.0	G10, G65, G83	3	1	0.7874231379888254
21	G37 & G80	13	2	0.0	G37, G80	2	1	0.8767970636247355
22	G37 & G80	13	2	0.0	G37, G80	2	1	0.8767970636247355
23	G37 & G80	13	2	0.0	G37, G80	2	1	0.8767970636247355
24	G37 & G61	13	2	0.0	G37, G61	2	1	0.9403880429092172
25	G65 & G83	13	2	0.0	G65, G83	2	1	1.006583400025658
26	G65 & G83	13	2	0.0	G65, G83	2	1	1.006583400025658
27	G80	13	1	0.5	G80	1	1	0.8001220453361815
28	G80	13	1	0.5	G80	1	1	0.8001220453361815
29	G80	13	1	0.5	G80	1	1	0.8001220453361815
30	False	13	1	0.5	False	1	1	0.9784837558272179
31	G13 & G65	12	2	0.0	G13, G65	2	1	0.35306149660576147
32	G37 | G80	12	2	0.0	G37, G80	2	1	0.8767970636247355
33	G37 | G80	12	2	0.0	G37, G80	2	1	0.8767970636247355
34	G37 | G80	12	2	0.0	G37, G80	2	1	0.8767970636247355
35	G37	12	1	0.5	G37	1	1	0.9157703292386552
36	G37	12	1	0.5	G37	1	1	0.9157703292386552
37	G65 | G92	12	2	0.0	G65, G92	2	1	0.9965235838377153
38	G10 & G80	12	2	0.0	G10, G80	2	1	1.0079407812257901
39	G10 & G80	12	2	0.0	G10, G80	2	1	1.0079407812257901
40	G62 & ~G10	11	2	0.0	G10, G62	2	1	0.855266253720717
41	G54	11	1	0.5	G54	1	1	0.9020022935384744
42	(G13 | G65) & (G62 | G65) & (G74 | G83)	11	5	1.0	G13, G62, G65, G74, G83	5	1	0.1370194639506344
43	G65 & (G10 | G13) & (G10 | G62) & (G13 | G52) & (G52 | G62)	11	5	1.0	G10, G13, G52, G62, G65	5	1	0.5570536302570198
44	G80 | G87	10	2	0.0	G80, G87	2	1	0.8510653272573127
45	G37 | G38	10	2	0.0	G37, G38	2	1	0.9553966009533859
46	~G62	10	1	0.5	G62	1	1	0.8557045758496161
47	G62	10	1	0.5	G62	1	1	0.8557045758496161
48	G13 & G62	9	2	0.0	G13, G62	2	1	0.7825934218496498
49	~G74	9	1	0.5	G74	1	1	0.9517288981611084
50	G10 & ~G14	8	2	0.0	G10, G14	2	1	1.0431650867191395
