rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	~G9	20	1	0.5	G9	1	1	0.7237889214822518
2	~G9	20	1	0.5	G9	1	1	0.7237889214822518
3	~G9	20	1	0.5	G9	1	1	0.7237889214822518
4	~G9	20	1	0.5	G9	1	1	0.7237889214822518
5	~G9	20	1	0.5	G9	1	1	0.7237889214822518
6	~G9	20	1	0.5	G9	1	1	0.7237889214822518
7	~G9	20	1	0.5	G9	1	1	0.7237889214822518
8	~G9	20	1	0.5	G9	1	1	0.7237889214822518
9	~G9	20	1	0.5	G9	1	1	0.7237889214822518
10	~G9	20	1	0.5	G9	1	1	0.7237889214822518
11	~G9	20	1	0.5	G9	1	1	0.7237889214822518
12	~G9	20	1	0.5	G9	1	1	0.7237889214822518
13	~G9	20	1	0.5	G9	1	1	0.7237889214822518
14	~G9	20	1	0.5	G9	1	1	0.7237889214822518
15	~G9	20	1	0.5	G9	1	1	0.7237889214822518
16	~G9	20	1	0.5	G9	1	1	0.7237889214822518
17	~G9	20	1	0.5	G9	1	1	0.7237889214822518
18	~G9	20	1	0.5	G9	1	1	0.7237889214822518
19	~G9	20	1	0.5	G9	1	1	0.7237889214822518
20	~G9	20	1	0.5	G9	1	1	0.7237889214822518
21	~G9	20	1	0.5	G9	1	1	0.7237889214822518
22	~G9	20	1	0.5	G9	1	1	0.7237889214822518
23	~G9	20	1	0.5	G9	1	1	0.7237889214822518
24	~G9	20	1	0.5	G9	1	1	0.7237889214822518
25	~G30	18	1	0.5	G30	1	1	0.5054070671190772
26	G39	18	1	0.5	G39	1	1	0.8850783495694413
27	G93	14	1	0.5	G93	1	1	1.6215622881155705
28	G93	14	1	0.5	G93	1	1	1.6215622881155705
29	~G17	14	1	0.5	G17	1	1	1.8563198446934304
30	G75	13	1	0.5	G75	1	1	1.9929171984516947
31	G46 | G83	12	2	0.0	G46, G83	2	1	1.5369716334015648
32	~G67	11	1	0.5	G67	1	1	1.598315419738035
33	~G82	11	1	0.5	G82	1	1	2.2502279686792175
34	~G21	10	1	0.5	G21	1	1	1.7516249280611242
35	~G61	10	1	0.5	G61	1	1	2.2954166464617383
36	~G55	10	1	0.5	G55	1	1	2.385502651792933
37	~G55	10	1	0.5	G55	1	1	2.385502651792933
38	~G55	10	1	0.5	G55	1	1	2.385502651792933
39	G53 | G9	9	2	0.0	G53, G9	2	1	0.5519974305952227
40	G55 | ~G75	8	2	0.0	G55, G75	2	1	1.9574875461878167
41	~G46 | ~G75	5	2	0.0	G46, G75	2	1	1.6423501862318746
42	~G24	4	1	0.5	G24	1	1	0.9968301076892059
43	~G54	4	1	0.5	G54	1	1	1.6766896563098106
44	~G53	1	1	0.5	G53	1	1	0.600293374027026
45	G9	0	1	0.5	G9	1	1	0.7237889214822518
46	G9	0	1	0.5	G9	1	1	0.7237889214822518
47	G9	0	1	0.5	G9	1	1	0.7237889214822518
48	G9	0	1	0.5	G9	1	1	0.7237889214822518
49	G9	0	1	0.5	G9	1	1	0.7237889214822518
50	G9	0	1	0.5	G9	1	1	0.7237889214822518
