attractor_id	type	cycle_length	step_in_cycle	basin_size	basin_percentage	ABA4	ABCG31	ABF3	ABF4	CYP707A3	DREB2A	FBH3	HB5	HB6	HB7	MYB44	PP2C5	ZAT6	binary_state
1	fixed_point	1	1	8192	100.0	0	0	1	1	0	1	1	0	1	0	1	0	1	0011011010101
