attractor_id	type	cycle_length	step_in_cycle	basin_size	basin_percentage	ABA4	ABCG31	ABF3	ABF4	CYP707A3	DREB2A	FBH3	HB5	HB6	HB7	MYB44	PP2C5	ZAT6	binary_state
1	cycle	6	1	1536	37.5	1	0	0	0	0	1	0	0	0	0	0	0	1	1000010000001
1	cycle	6	2	1536	37.5	1	0	0	0	1	0	0	1	0	1	0	0	0	1000100101000
1	cycle	6	3	1536	37.5	1	0	0	0	1	0	0	1	1	1	0	0	0	1000100111000
1	cycle	6	4	1536	37.5	1	0	1	0	1	0	0	1	1	1	0	0	0	1010100111000
1	cycle	6	5	1536	37.5	1	0	1	0	0	1	0	0	1	0	0	0	1	1010010010001
1	cycle	6	6	1536	37.5	1	0	1	0	0	1	0	0	0	0	0	0	1	1010010000001
2	cycle	2	1	512	12.5	1	0	0	0	0	1	0	0	1	0	0	0	1	1000010010001
2	cycle	2	2	512	12.5	1	0	1	0	1	0	0	1	0	1	0	0	0	1010100101000
3	fixed_point	1	1	2048	50.0	1	0	1	1	0	1	1	0	1	0	0	0	1	1011011010001
