rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
2	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
3	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
4	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
5	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
6	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
7	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
8	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
9	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
10	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
11	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
12	G10 & (G2 | G8)	18	3	0.0	G10, G2, G8	3	7	0.3042300581967049
13	G10 | (G3 & G8)	18	3	0.0	G10, G3, G8	3	7	0.35206142390417516
14	G10	18	1	0.5	G10	1	7	0.3850242479902071
15	G10 | (G3 & G6)	18	3	0.0	G10, G3, G6	3	7	0.3850242479902071
16	G10 & (G3 | G6)	18	3	0.0	G10, G3, G6	3	7	0.2633316103340451
17	G10	18	1	0.5	G10	1	7	0.4281797391063272
18	G10	18	1	0.5	G10	1	7	0.4281797391063272
19	G10 | G3	17	2	0.0	G10, G3	2	7	0.3850242479902071
20	G10 | G3	17	2	0.0	G10, G3	2	7	0.4242853998647062
21	G10 | G3	17	2	0.0	G10, G3	2	7	0.4242853998647062
22	G10 | G3	17	2	0.0	G10, G3	2	7	0.4242853998647062
23	G10 | G3	17	2	0.0	G10, G3	2	7	0.4242853998647062
24	G3 | G6	17	2	0.0	G3, G6	2	7	0.7494942144673039
25	G3 | G6	17	2	0.0	G3, G6	2	7	0.7494942144673039
26	~G2	16	1	0.5	G2	1	7	1.25205167437207
27	G10 & G4 & (G3 | G6)	15	4	0.5	G10, G3, G4, G6	4	7	0.24254908582417162
28	G3 & (G10 | G8)	14	3	0.0	G10, G3, G8	3	7	0.3520543642676661
29	G10 | G8	14	2	0.0	G10, G8	2	7	0.3790770745623545
30	G10 & G3	14	2	0.0	G10, G3	2	7	0.4242853998647062
31	G3 & G6	14	2	0.0	G3, G6	2	7	0.7494942144673039
32	G3 & G6	14	2	0.0	G3, G6	2	7	0.7494942144673039
33	G3 & G8	14	2	0.0	G3, G8	2	7	2.189259556322175
34	G3	13	1	0.5	G3	1	7	0.7494942144673039
35	G3	13	1	0.5	G3	1	7	2.005645258040343
36	G8	13	1	0.5	G8	1	7	2.1342385399707355
37	G8	13	1	0.5	G8	1	7	2.1342385399707355
38	G10 & G2	12	2	0.0	G10, G2	2	7	0.42988650517730925
39	G2 | (G10 & G8)	10	3	0.0	G10, G2, G8	3	7	0.3042300581967049
40	False	10	1	0.5	False	1	7	0.3850242479902071
41	G2 | G8	10	2	0.0	G2, G8	2	7	1.263519751469648
42	G3 | G5 | G8	9	3	0.0	G3, G5, G8	3	7	1.0707056950620233
43	G2 & G3	9	2	0.0	G2, G3	2	7	1.3305851580942645
44	G4 & G5	9	2	0.0	G4, G5	2	7	1.3664643426058913
45	G2 & G8	7	2	0.0	G2, G8	2	7	1.263519751469648
46	G3 | G5	7	2	0.0	G3, G5	2	7	1.3418902857190016
47	~G3	7	1	0.5	G3	1	7	2.005645258040343
48	~G4	7	1	0.5	G4	1	7	2.045377677004881
49	~G1	7	1	0.5	G1	1	7	2.594284967730097
50	G2	4	1	0.5	G2	1	7	1.25205167437207
