combination_id	final_score	composite_score	n_basins	avg_cycle_length	basin_entropy	final_state_concordance	fixed_point_ratio	total_literals	total_nots	avg_k	std_k	k_distance_from_2	G1_position	G1_rule	G10_position	G10_rule	G2_position	G2_rule	G3_position	G3_rule	G4_position	G4_rule	G5_position	G5_rule	G6_position	G6_rule	G7_position	G7_rule	G8_position	G8_rule	G9_position	G9_rule	composite_score_old
0_1_1_0_1_0_0_0_1_0	0.08772878308006005	0.94	2	1.0	0.7584418239060062	0.8	1.0	28	7	2.8	0.39999999999999997	0.7999999999999998	1	G4 & G5 & G6	2	G10 & G9 & ~G1	1	G5 | G7 | ~G4	1	G10 & G4 & ~G5	2	G7 & G9	1	G10 | G2 | ~G6	2	G10 & G7 & ~G5	1	~G10 & (G4 | G9)	1	G6 & G9 & ~G10	1	G1 | G9	0.94
0_1_1_0_1_0_0_1_1_0	0.09915735450863147	0.94	2	1.0	0.7584418239060062	0.8	1.0	28	8	2.8	0.39999999999999997	0.7999999999999998	1	G4 & G5 & G6	2	G10 & G9 & ~G1	1	G5 | G7 | ~G4	1	G10 & G4 & ~G5	2	G7 & G9	1	G10 | G2 | ~G6	2	G10 & G7 & ~G5	2	~G10 & (G9 | ~G4)	1	G6 & G9 & ~G10	1	G1 | G9	0.94
0_1_1_0_1_0_0_0_0_0	0.09915735450863147	0.94	2	1.0	0.7584418239060062	0.8	1.0	28	8	2.8	0.39999999999999997	0.7999999999999998	1	G4 & G5 & G6	2	G10 & G9 & ~G1	1	G5 | G7 | ~G4	1	G10 & G4 & ~G5	2	G7 & G9	1	G10 | G2 | ~G6	2	G10 & G7 & ~G5	1	~G10 & (G4 | G9)	2	G6 & (~G10 | ~G9)	1	G1 | G9	0.94
0_1_1_0_1_0_0_2_1_0	0.09915735450863147	0.94	2	1.0	0.7584418239060062	0.8	1.0	28	8	2.8	0.39999999999999997	0.7999999999999998	1	G4 & G5 & G6	2	G10 & G9 & ~G1	1	G5 | G7 | ~G4	1	G10 & G4 & ~G5	2	G7 & G9	1	G10 | G2 | ~G6	2	G10 & G7 & ~G5	3	~G10 | (G4 & ~G9)	1	G6 & G9 & ~G10	1	G1 | G9	0.94
0_1_0_0_1_0_0_0_1_0	0.1100663354869052	0.94	2	1.0	0.7588366440799814	0.8	1.0	28	8	2.8	0.39999999999999997	0.7999999999999998	1	G4 & G5 & G6	2	G10 & G9 & ~G1	2	G4 | ~G5 | ~G7	1	G10 & G4 & ~G5	2	G7 & G9	1	G10 | G2 | ~G6	2	G10 & G7 & ~G5	1	~G10 & (G4 | G9)	1	G6 & G9 & ~G10	1	G1 | G9	0.94
0_1_1_0_1_0_0_1_0_0	0.1105859259372029	0.94	2	1.0	0.7584418239060062	0.8	1.0	28	9	2.8	0.39999999999999997	0.7999999999999998	1	G4 & G5 & G6	2	G10 & G9 & ~G1	1	G5 | G7 | ~G4	1	G10 & G4 & ~G5	2	G7 & G9	1	G10 | G2 | ~G6	2	G10 & G7 & ~G5	2	~G10 & (G9 | ~G4)	2	G6 & (~G10 | ~G9)	1	G1 | G9	0.94
0_1_1_0_1_0_0_2_0_0	0.1105859259372029	0.94	2	1.0	0.7584418239060062	0.8	1.0	28	9	2.8	0.39999999999999997	0.7999999999999998	1	G4 & G5 & G6	2	G10 & G9 & ~G1	1	G5 | G7 | ~G4	1	G10 & G4 & ~G5	2	G7 & G9	1	G10 | G2 | ~G6	2	G10 & G7 & ~G5	3	~G10 | (G4 & ~G9)	2	G6 & (~G10 | ~G9)	1	G1 | G9	0.94
0_1_1_0_1_0_1_0_1_0	0.1105859259372029	0.94	2	1.0	0.7584418239060062	0.8	1.0	28	9	2.8	0.39999999999999997	0.7999999999999998	1	G4 & G5 & G6	2	G10 & G9 & ~G1	1	G5 | G7 | ~G4	1	G10 & G4 & ~G5	2	G7 & G9	1	G10 | G2 | ~G6	1	~G10 & ~G5 & ~G7	1	~G10 & (G4 | G9)	1	G6 & G9 & ~G10	1	G1 | G9	0.94
0_0_1_0_1_0_0_0_1_0	0.12	0.94	2	1.0	0.7600234159972199	0.8	1.0	28	6	2.8	0.39999999999999997	0.7999999999999998	1	G4 & G5 & G6	1	G9 & (G1 | G10)	1	G5 | G7 | ~G4	1	G10 & G4 & ~G5	2	G7 & G9	1	G10 | G2 | ~G6	2	G10 & G7 & ~G5	1	~G10 & (G4 | G9)	1	G6 & G9 & ~G10	1	G1 | G9	0.94
0_1_0_0_1_0_0_1_1_0	0.12149490691547662	0.94	2	1.0	0.7588366440799814	0.8	1.0	28	9	2.8	0.39999999999999997	0.7999999999999998	1	G4 & G5 & G6	2	G10 & G9 & ~G1	2	G4 | ~G5 | ~G7	1	G10 & G4 & ~G5	2	G7 & G9	1	G10 | G2 | ~G6	2	G10 & G7 & ~G5	2	~G10 & (G9 | ~G4)	1	G6 & G9 & ~G10	1	G1 | G9	0.94
