Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G1	1	G1 & G5 & G9	2.8405	0.09704	20	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	1	20	0	2
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G2	1	G5 | (~G1 & ~G4)	2.6583	0.179173	18	2	1	1	5	0.666666666666667	0.666666666666667	0.666666666666667	0.777777777777778	0.9	20	2	3
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G2	2	G4 | G5 | ~G1	2.6583	0.179173	18	2	1	1	5	0.666666666666667	0.666666666666667	0.666666666666667	0.777777777777778	0.9	20	2	3
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G3	1	G3 & G5 & G7	2.777	0.110532	19	0	2	1	6	0	0	0	0.666666666666667	0.95	20	1	2
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G4	1	G7 | (G1 & G4)	2.7577	0.129768	19	0	2	1	6	0	0	0	0.666666666666667	0.95	20	1	2
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G5	1	G1 | G5 | G8	2.1749	0.612565	17	0	2	1	6	0	0	0	0.666666666666667	0.85	20	3	2
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G6	1	G5 & G7 & ~G9	2.5949	0.292644	19	1	2	0	6	0.333333333333333	1	0.5	0.777777777777778	0.95	20	1	3
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G7	1	~G10 & (~G7 | ~G8)	2.4763	0.361226	18	1	1	0	7	0.5	1	0.666666666666667	0.888888888888889	0.9	20	2	2
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G8	1	G1 & G10 & G9	2.6263	0.261204	19	0	3	1	5	0	0	0	0.555555555555556	0.95	20	1	3
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G9	1	G2 | G7 | ~G8	2.7495	0.188016	20	1	2	1	5	0.333333333333333	0.5	0.4	0.666666666666667	1	20	0	3
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G10	1	G9 & (G1 | G10)	2.4817	0.405839	19	0	2	0	7	0	0	0	0.777777777777778	0.95	20	1	2
10	size10_5	rules_SSD_size10_5_4	SSD	4	rules_by_gene.tsv	G10	2	G10 & G9	2.4817	0.405839	19	0	1	0	8	0	0	0	0.888888888888889	0.95	20	1	1
