Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G4 & G5 & G6	20	3	0.060486	2.8770
G1	2	G10 & G4 & ~G5	20	3	0.070937	2.8666
G1	3	G4 & ~G5	20	2	0.070937	2.8666
G1	4	G2 & G3 & G4	20	3	0.081803	2.8557
G1	5	G2 & G4 & G8	20	3	0.095916	2.8416
G1	6	G10 & G7 & ~G4	20	3	0.109472	2.8280
G1	7	G1 & G3 & G4	20	3	0.112108	2.8254
G1	8	G4 & G7 & G8	20	3	0.114453	2.8230
G1	9	G2 & G7 & G8	20	3	0.128831	2.8087
G1	10	G1 & G3 & G9	20	3	0.134227	2.8033
G1	11	G1 & G4 & G5	20	3	0.140705	2.7968
G1	12	G10 & G4 & G6	20	3	0.150052	2.7874
G1	13	G10 & G3 & G7	20	3	0.153968	2.7835
G1	14	G10 & G4 & G7	19	3	0.109472	2.7780
G1	15	G3 & G4 & G9	20	3	0.165630	2.7719
G1	16	G3 & G4	20	2	0.165630	2.7719
G1	17	G3 & G4 & G8	20	3	0.166575	2.7709
G1	18	G2 & G3	19	2	0.122864	2.7646
G1	19	G2 & G3 & G9	19	3	0.123034	2.7645
G1	20	G3 & G5 & G7	20	3	0.181788	2.7557
G1	21	G1 & G10 & G9	20	3	0.182615	2.7549
G1	22	G10 & G3 & G4	20	3	0.182743	2.7548
G1	23	G1 & G2 & G9	20	3	0.188913	2.7486
G1	24	G1 & G2 & G3	20	3	0.192565	2.7449
G1	25	G1 & G3 & G7	20	3	0.193230	2.7443
G1	26	G3 & G4 & G6	20	3	0.193686	2.7438
G1	27	G1 & G3	20	2	0.197014	2.7405
G1	28	G1 & G4 & G7	20	3	0.222842	2.7147
G1	29	G1 & G10 & G2	19	3	0.184165	2.7033
G1	30	G1 & G9	20	2	0.257274	2.6802
G1	31	G6 & G7	20	2	0.260576	2.6769
G1	32	G10 & G2 & G6	19	3	0.224137	2.6634
G1	33	G1 & G10 & G7	20	3	0.277630	2.6599
G1	34	G1 & G2 & G4	20	3	0.309624	2.6279
G1	35	G1 & G7	20	2	0.318113	2.6194
G1	36	G1 & G4	20	2	0.318513	2.6190
G1	37	G4 & G8	20	2	0.318717	2.6188
G1	38	G3 & G9	19	2	0.270796	2.6167
G1	39	G2 & G3 & G6	19	3	0.271652	2.6158
G1	40	G10 & G2 & G3	19	3	0.284178	2.6033
G1	41	G3 & G8	20	2	0.338752	2.5987
G1	42	G10 & G3 & G5	19	3	0.299777	2.5877
G1	43	G4 & G6	20	2	0.350894	2.5866
G1	44	G3 & G7	20	2	0.352829	2.5847
G1	45	G8 & ~G4	19	2	0.318717	2.5688
G1	46	G1 & G10	19	2	0.328304	2.5592
G1	47	G3 & G6	19	2	0.334391	2.5531
G1	48	G10 & G3	19	2	0.352102	2.5354
G1	49	G8 & ~G2	20	2	0.411991	2.5255
G1	50	G10 & G7 & G8	20	3	0.450303	2.4872
G1	51	G7 & G8 & ~G10	20	3	0.450303	2.4872
G1	52	G10 & G4 & G5 & G6	20	4	0.060486	2.3770
G1	53	G1 & G2	19	2	0.511414	2.3761
G1	54	G1 & ~G5	20	2	0.561575	2.3759
G1	55	G3 & G7 & G9 & ~G2	20	4	0.062885	2.3746
G1	56	G1 & G6	20	2	0.562962	2.3745
G1	57	G10 & G2 & G3 & G7	20	4	0.063237	2.3743
G1	58	G10 & G3 & G4 & G5	20	4	0.066048	2.3715
G1	59	G1 & G10 & G4 & G5	20	4	0.069797	2.3677
G1	60	False	20	1	0.070937	2.3666
G1	61	G10 & G2 & G4 & G7	20	4	0.075409	2.3621
G1	62	G4 & (G2 | G3) & (G3 | G8)	20	4	0.091437	2.3461
G1	63	G3 & (G10 | G6) & (G2 | G6)	19	4	0.044623	2.3429
G1	64	G10 & G4 & G6 & G7	20	4	0.097427	2.3401
G1	65	G10 & G2 & G3 & G4	20	4	0.101263	2.3362
G1	66	G10 & G4 & G5 & G7	19	4	0.056206	2.3313
G1	67	G10 & G3 & G4 & G7	20	4	0.107905	2.3296
G1	68	G1 & G5	19	2	0.561575	2.3259
G1	69	G1 & G3 & G4 & G7	20	4	0.113729	2.3238
G1	70	G1 & G10 & G4 & G7	20	4	0.114799	2.3227
G1	71	G2 & G3 & G4 & G6	20	4	0.122095	2.3154
G1	72	G1 & G10 & G3 & G8	20	4	0.174355	2.2631
G1	73	G1 & G4 & G5 & G6	20	4	0.182663	2.2548
G1	74	G1 & ~G2 & (~G10 | ~G4)	20	4	0.186029	2.2515
G1	75	G1 & G10 & G3 & G7	20	4	0.187664	2.2498
G1	76	G1 & G10 & G7 & ~G6	20	4	0.212619	2.2249
G1	77	G10 & G2 & G4 & G9	19	4	0.163288	2.2242
G1	78	G10 & G4 & G6 & G8	20	4	0.215699	2.2218
G1	79	G10 & G8 & ~G4 & ~G5	19	4	0.194905	2.1926
G1	80	G3	19	1	0.197645	2.1899
G1	81	G2 & G7 & (G6 | G8)	20	4	0.258090	2.1794
G1	82	G2 & G6 & G9 & ~G1	19	4	0.217209	2.1703
G1	83	G7 & G8	20	2	0.838758	2.0987
G1	84	G10 & G2 & G5 & G6	19	4	0.307649	2.0799
G1	85	G10 & G7	19	2	0.851142	2.0364
G1	86	G1 & G4 & G5 & G6 & G9	20	5	0.060117	1.9399
G1	87	G5 & G8	20	2	1.534567	1.9375
G1	88	G6 & G8	20	2	1.529946	1.9375
G1	89	G1 & G2 & G9 & (G10 | G6)	20	5	0.105795	1.8942
G1	90	G10 & G6	19	2	1.382407	1.8875
G1	91	G7 & (G10 | G8) & (G2 | G8) & (G5 | G8)	20	5	0.115898	1.8841
G1	92	G1 & G10 & G2 & G3 & G4	20	5	0.116609	1.8834
G1	93	G1	19	1	0.522595	1.8649
G1	94	G1 & G10 & G2 & G6 & G9	20	5	0.146969	1.8530
G1	95	G8	19	1	1.515609	1.3875
G1	96	G6	19	1	2.260584	1.3875
G2	1	G5 | G7 | ~G4	18	3	0.146818	2.6907
G2	2	G4 | ~G5 | ~G7	18	3	0.146818	2.6907
G2	3	~G1 | ~G4 | ~G5	18	3	0.179173	2.6583
G2	4	G5 | ~G1 | ~G4	18	3	0.179173	2.6583
G2	5	G2 | G4 | G6	18	3	0.208675	2.6288
G2	6	~G1 | ~G3 | ~G5	18	3	0.210531	2.6270
G2	7	G3 | G5 | ~G1	18	3	0.210531	2.6270
G2	8	G1 | G5 | ~G3	18	3	0.210531	2.6270
G2	9	G5 | (~G1 & ~G3)	18	3	0.210531	2.6270
G2	10	G5 | ~G1 | ~G8	18	3	0.236420	2.6011
G2	11	~G1 | ~G5 | ~G8	18	3	0.236420	2.6011
G2	12	G10 | G2 | G5	18	3	0.252259	2.5852
G2	13	G2 | G4 | G5	18	3	0.272012	2.5655
G2	14	G1 | G5 | ~G8	17	3	0.236420	2.5511
G2	15	~G3 | (~G4 & ~G5)	17	3	0.238728	2.5488
G2	16	G10 | G4 | G9	18	3	0.296000	2.5415
G2	17	G2 | (G10 & G5)	17	3	0.252259	2.5352
G2	18	G2 | G4 | G9	18	3	0.316777	2.5207
G2	19	G10 | G2 | G4	18	3	0.328173	2.5093
G2	20	G1 | G2 | G4	18	3	0.363254	2.4742
G2	21	G5 | G9 | ~G4	18	3	0.364364	2.4731
G2	22	G5 | ~G4	18	2	0.365389	2.4721
G2	23	~G1 | ~G4 | ~G9	18	3	0.370424	2.4671
G2	24	G1 | G10 | G9	18	3	0.384345	2.4532
G2	25	~G1 | ~G3	18	2	0.384839	2.4527
G2	26	~G3 | ~G5 | ~G9	17	3	0.349182	2.4383
G2	27	G2 | G3 | G4	18	3	0.403271	2.4342
G2	28	G10 | G9	18	2	0.405510	2.4320
G2	29	G5 | G8 | G9	18	3	0.406511	2.4310
G2	30	G2 | G4 | G8	18	3	0.407693	2.4298
G2	31	G2 | G4	18	2	0.410239	2.4273
G2	32	G9 | (G1 & G4)	17	3	0.370424	2.4171
G2	33	G3 | G4 | G9	17	3	0.405555	2.3819
G2	34	G4 | G9	17	2	0.409224	2.3783
G2	35	~G1 | ~G5	17	2	0.416268	2.3712
G2	36	G10 | G2 | G3	17	3	0.427723	2.3598
G2	37	G8 | G9	17	2	0.451126	2.3364
G2	38	G3 | G9	17	2	0.455688	2.3318
G2	39	G2 | G7	18	2	0.521431	2.3161
G2	40	G2 | G3 | G5	18	3	0.536055	2.3014
G2	41	G2 | G5 | G9	18	3	0.542660	2.2948
G2	42	G10 | G2 | G9	18	3	0.545249	2.2923
G2	43	G5 | G9 | ~G8	18	3	0.558927	2.2786
G2	44	G2 | G9	18	2	0.562979	2.2745
G2	45	G5 | G9	18	2	0.570883	2.2666
G2	46	G7 | G9 | ~G5	17	3	0.551608	2.2359
G2	47	G5 | ~G10 | (~G4 & ~G7)	18	4	0.115454	2.2220
G2	48	G1 | G2 | G3 | G5	18	4	0.119554	2.2179
G2	49	G7 | G9	17	2	0.590615	2.1969
G2	50	True	18	1	0.146818	2.1907
G2	51	G6 | G9	17	2	0.597090	2.1904
G2	52	G4 | G5 | G8 | G9	18	4	0.154033	2.1835
G2	53	G2 | G4 | G5 | G6	18	4	0.197493	2.1400
G2	54	G9 | ~G10 | ~G4 | ~G5	18	4	0.235698	2.1018
G2	55	~G1 & (~G4 | ~G5 | ~G8)	17	4	0.188752	2.0987
G2	56	G2 | G4 | G5 | G8	18	4	0.289020	2.0485
G2	57	G1 | G2 | G4 | G6	18	4	0.301345	2.0362
G2	58	G1 | G2 | G4 | G8	18	4	0.302301	2.0352
G2	59	G2 | G4 | G6 | ~G7	18	4	0.315659	2.0218
G2	60	G10 | G2	17	2	0.795794	1.9917
G2	61	G4 | G5 | G7 | G9	18	4	0.355233	1.9823
G2	62	G10 | G3 | G4 | G9	18	4	0.359792	1.9777
G2	63	G10 | G2 | G3 | G9	18	4	0.380001	1.9575
G2	64	G3 | G4 | G5 | ~G6	18	4	0.382633	1.9549
G2	65	G2 | G5	18	2	0.903979	1.9335
G2	66	G4 | ~G2 | ~G3 | ~G9	17	4	0.403238	1.8843
G2	67	~G1	17	1	0.410593	1.8769
G2	68	G10 | G5 | G6	17	3	0.939374	1.8481
G2	69	G2 | G3 | G4 | G8 | (G1 & G5)	18	6	0.063547	1.8365
G2	70	G10 | G5	17	2	1.090232	1.7875
G2	71	G2 | G4 | G5 | G8 | G9	18	5	0.113430	1.7866
G2	72	G9	17	1	0.601797	1.6857
G2	73	~G8	17	1	1.164697	1.2875
G2	74	G2 | G3 | G5 | G8 | ~G1	18	5	1.380873	0.9000
G3	1	G10 & G4 & ~G5	19	3	0.050292	2.8372
G3	2	G1 & G5 & ~G10	19	3	0.066684	2.8208
G3	3	G1 & (~G10 | ~G5)	19	3	0.066684	2.8208
G3	4	G10 & G3 & ~G5	19	3	0.080324	2.8072
G3	5	G4 & G8 & ~G1	19	3	0.084151	2.8033
G3	6	G1 & G4 & G8	19	3	0.084151	2.8033
G3	7	G4 & (G1 | G8)	19	3	0.084151	2.8033
G3	8	G1 & G7 & G8	19	3	0.096474	2.7910
G3	9	G7 & (G1 | G8)	19	3	0.096474	2.7910
G3	10	G1 & G10 & G9	19	3	0.108563	2.7789
G3	11	G3 & G8 & G9	19	3	0.115301	2.7722
G3	12	G1 & G10 & G5	18	3	0.066684	2.7708
G3	13	G1 & G10 & G3	19	3	0.122930	2.7646
G3	14	G1 & G3 & ~G10	19	3	0.122930	2.7646
G3	15	G8 & (G1 | G4)	19	3	0.127773	2.7597
G3	16	G1 & G4 & ~G10	19	3	0.129031	2.7585
G3	17	G1 & G3 & G8	19	3	0.131564	2.7559
G3	18	G2 & G3 & G8	19	3	0.132306	2.7552
G3	19	G3 & (G4 | G8)	19	3	0.140677	2.7468
G3	20	G3 & G4 & G8	19	3	0.140677	2.7468
G3	21	G10 & G3 & G7	19	3	0.151623	2.7359
G3	22	G6 & G8 & ~G1	19	3	0.159324	2.7282
G3	23	G1 & G6 & G8	19	3	0.159324	2.7282
G3	24	G1 & G8 & G9	19	3	0.159390	2.7281
G3	25	G4 & G8 & G9	19	3	0.160403	2.7271
G3	26	G10 & ~G8 & ~G9	18	3	0.111176	2.7263
G3	27	G4 & G8 & ~G10	19	3	0.166005	2.7215
G3	28	G10 & G4 & G8	19	3	0.166005	2.7215
G3	29	G8 & (G2 | G6)	18	3	0.129857	2.7076
G3	30	G1 & G10 & G7	19	3	0.181492	2.7060
G3	31	G3 & G5 & G9	18	3	0.132004	2.7055
G3	32	G7 & G8 & G9	19	3	0.183279	2.7042
G3	33	G4 & G7 & G8	19	3	0.186297	2.7012
G3	34	G3 & G8	19	2	0.198690	2.6888
G3	35	G10 & G3 & G9	18	3	0.157414	2.6801
G3	36	G1 & G10 & G8	19	3	0.218217	2.6693
G3	37	G1 & G4 & G9	19	3	0.221583	2.6659
G3	38	G10 & G3	18	2	0.172413	2.6651
G3	39	G1 & ~G10	19	2	0.248279	2.6392
G3	40	G3 & ~G8	18	2	0.198690	2.6388
G3	41	G4 & G8	19	2	0.257743	2.6298
G3	42	G3 & G7	19	2	0.289199	2.5983
G3	43	G8 & G9	18	2	0.241761	2.5957
G3	44	G1 & G8	19	2	0.292391	2.5951
G3	45	G7 & G8	19	2	0.294477	2.5930
G3	46	G1 & G10	18	2	0.248279	2.5892
G3	47	G3 & G7 & G9	19	3	0.308221	2.5793
G3	48	G3 & G4 & G5	19	3	0.310396	2.5771
G3	49	G1 & G9 & ~G4	19	3	0.312599	2.5749
G3	50	G4 & G6 & G9	19	3	0.330625	2.5569
G3	51	G1 & G7	19	2	0.341229	2.5463
G3	52	G8 & ~G1	18	2	0.292391	2.5451
G3	53	G1 & ~G8	18	2	0.292391	2.5451
G3	54	G6 & ~G3	19	2	0.372355	2.5151
G3	55	G5 & G8	19	2	0.377433	2.5101
G3	56	G6 & G8	19	2	0.383824	2.5037
G3	57	G6 & ~G10	19	2	0.414386	2.4731
G3	58	G3 & G6	18	2	0.372355	2.4651
G3	59	G1 & G2 & G7	19	3	0.425023	2.4625
G3	60	G10 & G8	18	2	0.377155	2.4603
