generation	avg_correct	std_correct	min_correct	max_correct	avg_regulator_penalty	min_regulator_penalty	max_regulator_penalty	avg_mlp_loss	min_mlp_loss	max_mlp_loss
0	10.22	4.40	3	18	0.330	0.0	0.5	1.1055	0.0303	2.3624
1	12.42	4.51	2	18	0.370	0.0	0.5	0.9609	0.0649	2.6205
2	13.26	4.69	2	18	0.340	0.0	0.5	0.7926	0.0631	2.3624
3	13.30	5.72	2	18	0.390	0.0	1.0	0.6572	0.0404	2.3624
4	13.80	5.08	2	18	0.340	0.0	0.5	0.6592	0.0496	2.3624
5	12.98	5.61	2	18	0.320	0.0	1.0	0.5648	0.0145	2.3624
6	14.88	4.08	2	19	0.310	0.0	0.5	0.4937	0.0846	2.3624
7	14.90	4.80	2	19	0.350	0.0	1.0	0.4737	0.0330	2.0686
8	14.26	5.29	2	19	0.260	0.0	0.5	0.5180	0.0874	2.0231
9	12.98	4.95	2	19	0.180	0.0	0.5	0.5014	0.0519	2.0959
10	12.10	5.77	2	19	0.200	0.0	1.0	0.6408	0.0635	2.3624
11	12.38	5.39	2	19	0.160	0.0	0.5	0.5323	0.0497	2.3624
12	13.40	5.00	2	19	0.180	0.0	0.5	0.4539	0.0497	2.0231
13	14.12	5.09	1	19	0.150	0.0	0.5	0.5617	0.0611	2.3624
14	13.34	4.98	2	19	0.130	0.0	1.0	0.3728	0.0496	2.0686
15	13.54	4.71	3	19	0.180	0.0	0.5	0.4604	0.0207	2.1796
16	13.50	4.96	2	19	0.180	0.0	1.0	0.4851	0.0207	2.1796
17	13.22	5.33	1	19	0.130	0.0	0.5	0.4819	0.0631	2.3624
18	13.30	4.88	2	19	0.150	0.0	0.5	0.2875	0.0607	2.1796
19	13.54	5.58	2	19	0.160	0.0	0.5	0.4261	0.0670	2.3624
20	12.02	6.13	2	19	0.130	0.0	0.5	0.3951	0.0468	2.0686
21	12.26	5.10	2	19	0.110	0.0	0.5	0.2912	0.0468	2.0686
22	11.68	5.19	2	19	0.180	0.0	0.5	0.5001	0.0149	2.0959
23	12.12	5.67	2	19	0.210	0.0	0.5	0.4715	0.0468	2.1091
24	12.52	5.49	2	19	0.200	0.0	0.5	0.4692	0.0607	2.3624
25	13.14	4.98	2	19	0.180	0.0	1.0	0.5910	0.0649	2.3624
26	12.70	5.94	1	19	0.170	0.0	0.5	0.3095	0.0560	2.3624
27	12.56	5.75	2	19	0.180	0.0	0.5	0.3469	0.0560	2.1687
28	14.00	4.94	3	19	0.260	0.0	1.0	0.4493	0.0294	2.0686
29	13.52	5.22	3	19	0.190	0.0	0.5	0.6069	0.0874	2.1687
30	13.00	4.91	1	19	0.170	0.0	0.5	0.7520	0.0874	2.1091
31	12.38	5.29	2	19	0.230	0.0	0.5	0.8158	0.0628	2.1091
32	12.34	6.02	1	19	0.170	0.0	0.5	0.6299	0.0939	2.6205
33	12.62	5.34	1	19	0.230	0.0	0.5	0.6575	0.0649	2.3624
34	13.44	4.84	3	19	0.230	0.0	0.5	0.5433	0.0649	2.0686
35	11.62	5.85	2	19	0.210	0.0	0.5	0.8111	0.1183	2.3624
36	13.84	5.22	1	19	0.260	0.0	0.5	0.6758	0.0649	2.1687
37	13.58	5.08	2	19	0.240	0.0	0.5	0.7106	0.0440	2.0959
38	13.36	5.03	2	19	0.230	0.0	0.5	0.5278	0.0440	2.0686
39	13.96	5.23	1	19	0.230	0.0	0.5	0.6837	0.0649	2.6205
40	11.86	5.85	1	19	0.210	0.0	0.5	0.6759	0.0649	2.6205
41	12.34	5.41	2	19	0.210	0.0	0.5	0.6494	0.0649	2.1687
42	11.74	5.82	1	19	0.250	0.0	0.5	0.7681	0.0649	2.6205
43	14.24	4.90	2	19	0.260	0.0	0.5	0.6777	0.0645	2.0686
44	13.16	5.80	2	19	0.270	0.0	0.5	0.6600	0.0619	2.1091
45	14.08	4.93	2	19	0.240	0.0	0.5	0.5949	0.0649	2.3624
46	12.80	5.48	2	19	0.170	0.0	0.5	0.5936	0.0649	2.6205
47	13.00	5.19	1	19	0.170	0.0	0.5	0.5909	0.0507	2.0686
48	12.16	5.73	1	19	0.210	0.0	0.5	0.6085	0.0645	2.3624
49	13.82	5.19	2	19	0.290	0.0	0.5	0.5827	0.0649	2.0959
50	13.58	5.28	1	19	0.250	0.0	0.5	0.5815	0.0649	2.0686
