Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G4 | (G10 & G5)	15	3	0.731426	1.9561
G1	2	G10 & (G4 | G5)	15	3	0.731502	1.9560
G1	3	~G3 & (G4 | G5)	16	3	0.799949	1.9376
G1	4	~G3 & (G4 | G8)	15	3	0.875079	1.8124
G1	5	~G3 & (G5 | G6)	15	3	0.901667	1.7858
G1	6	~G3 & (G10 | G6)	16	3	1.115623	1.7375
G1	7	~G1 & ~G3	15	2	1.078572	1.6875
G1	8	G10 & ~G3	15	2	1.136539	1.6875
G1	9	~G3	15	1	0.868003	1.3195
G2	1	G5 & (~G6 | ~G9)	20	3	0.110642	2.8269
G2	2	~G9 | (G5 & ~G6)	20	3	0.110642	2.8269
G2	3	~G9 | (~G5 & ~G6)	20	3	0.110642	2.8269
G2	4	~G9 & (G5 | ~G6)	20	3	0.110642	2.8269
G2	5	~G6 & (G5 | G9)	20	3	0.110642	2.8269
G2	6	~G6 | (G5 & ~G9)	20	3	0.110642	2.8269
G2	7	~G9 & (~G7 | ~G8)	20	3	0.152572	2.7849
G2	8	~G9 & (~G6 | ~G7)	20	3	0.170623	2.7669
G2	9	~G6 & ~G7 & ~G9	20	3	0.170623	2.7669
G2	10	~G6 & (G5 | G8)	20	3	0.230513	2.7070
G2	11	~G6 & (G1 | G5)	20	3	0.255517	2.6820
G2	12	~G9 | (G2 & G8)	20	3	0.261104	2.6764
G2	13	~G9 | (~G2 & ~G8)	20	3	0.261104	2.6764
G2	14	~G6 & (G5 | G7)	20	3	0.297823	2.6397
G2	15	G5 & ~G6 & ~G7	20	3	0.297823	2.6397
G2	16	~G6 | (G5 & G7)	20	3	0.297837	2.6397
G2	17	G5 & ~G6	20	2	0.303263	2.6342
G2	18	G2 | ~G8 | ~G9	19	3	0.261104	2.6264
G2	19	~G6 & (~G7 | ~G8)	20	3	0.315354	2.6221
G2	20	~G6 & (~G1 | ~G7)	20	3	0.325272	2.6122
G2	21	~G6 & ~G7	20	2	0.343896	2.5936
G2	22	G2 & G5	19	2	0.297719	2.5898
G2	23	~G8 | ~G9	19	2	0.300858	2.5866
G2	24	~G6 | (G4 & G5)	19	3	0.303104	2.5844
G2	25	~G6 | ~G9	20	2	0.394687	2.5428
G2	26	~G6 & ~G9	20	2	0.394687	2.5428
G2	27	G2 & ~G6	19	2	0.383619	2.5039
G2	28	G2 | ~G6	19	2	0.383619	2.5039
G2	29	~G9	20	1	0.392241	2.0453
G2	30	~G6	20	1	0.412715	2.0248
G3	1	~G5 | (~G3 & ~G8)	15	3	0.205523	2.4820
G3	2	G7 | (G2 & ~G3) | (G4 & ~G3)	16	4	0.281098	1.9564
G3	3	~G5 & (G1 | G4)	15	3	0.738545	1.9490
G3	4	G1 | G2 | G4	15	3	0.764538	1.9230
G3	5	G7 | (G10 & G2) | (G2 & G6)	15	4	0.314112	1.8734
G4	1	G7 & G9	15	2	0.274982	2.4125
G4	2	G7 & (G5 | G9)	15	3	0.274982	2.4125
G4	3	G7 | (G5 & G9)	15	3	0.274982	2.4125
G4	4	G9 & (G5 | G7)	15	3	0.274982	2.4125
G4	5	G7 & (G9 | ~G5)	15	3	0.274982	2.4125
G4	6	G7 & G9 & ~G5	15	3	0.274982	2.4125
G4	7	G7 & (G1 | G4)	14	3	0.240329	2.3972
G4	8	G1 & G4 & G7	14	3	0.240329	2.3972
G4	9	G7 | (G5 & G6)	15	3	0.356783	2.3307
G4	10	G7 & (G5 | G6)	15	3	0.356783	2.3307
G4	11	G7 & G8 & G9	15	3	0.380467	2.3070
G4	12	G4 & G7 & G9	15	3	0.481189	2.2063
G4	13	(G5 & G6) | (G5 & G7) | (G6 & G7)	15	3	0.496377	2.1911
G4	14	G6 & G7 & G9	15	3	0.587228	2.1003
G4	15	G7 & (G4 | G6)	15	3	0.594357	2.0931
G4	16	G6 & G7	15	2	0.600157	2.0873
G4	17	G7 & G8	15	2	0.606912	2.0806
G4	18	G7 & ~G5	15	2	0.610973	2.0765
G4	19	G4 & G7	15	2	0.622493	2.0650
G4	20	G10 & G4 & G7	14	3	0.602834	2.0347
G4	21	G3 & G7 & G9	14	3	0.612813	2.0247
G4	22	G3 & G4 & G7	14	3	0.621499	2.0160
G4	23	G7	15	1	0.274982	1.9125
G4	24	G6 & G7 & (G10 | G4)	14	4	0.295666	1.8418
