Size	Network	Method	Binarization	Rep	Source_File	Gene	Position	Rule	Score	MSE	Correct	TP	FP	FN	TN	Precision	Recall	F1_score	Accuracy	DynamicAccuracy	N_Predictions	N_Errors	N_Regulators
10	size10_2	rules_WCSS_size10_2_5	WCSS	5	rules_by_gene.tsv	G1	1	~G3 & (~G1 | ~G2)	1.9122	0.825305	16	0	2	0	7	0	0	0	0.777777777777778	0.8	20	4	2
10	size10_2	rules_WCSS_size10_2_5	WCSS	5	rules_by_gene.tsv	G2	1	~G9 & (G2 | G8)	2.6764	0.261104	20	0	2	2	5	0	0	0	0.555555555555556	1	20	0	2
10	size10_2	rules_WCSS_size10_2_5	WCSS	5	rules_by_gene.tsv	G2	2	~G9 | (~G2 & ~G8)	2.6764	0.261104	20	0	2	2	5	0	0	0	0.555555555555556	1	20	0	2
10	size10_2	rules_WCSS_size10_2_5	WCSS	5	rules_by_gene.tsv	G3	1	G2 | G4 | G7	2.257	0.380512	14	1	2	2	4	0.333333333333333	0.333333333333333	0.333333333333333	0.555555555555556	0.7	20	6	3
10	size10_2	rules_WCSS_size10_2_5	WCSS	5	rules_by_gene.tsv	G4	1	G7 | (G5 & G9)	2.4125	0.274982	15	0	3	2	4	0	0	0	0.444444444444444	0.75	20	5	3
10	size10_2	rules_WCSS_size10_2_5	WCSS	5	rules_by_gene.tsv	G5	1	~G9 | (G2 & G4)	2.2666	0.470923	16	3	0	1	5	1	0.75	0.857142857142857	0.888888888888889	0.8	20	4	3
10	size10_2	rules_WCSS_size10_2_5	WCSS	5	rules_by_gene.tsv	G6	1	G7 | G9	2.5942	0.243303	18	1	1	1	6	0.5	0.5	0.5	0.777777777777778	0.9	20	2	2
10	size10_2	rules_WCSS_size10_2_5	WCSS	5	rules_by_gene.tsv	G7	1	G6 & G9 & ~G10	2.4102	0.477264	19	1	2	1	5	0.333333333333333	0.5	0.4	0.666666666666667	0.95	20	1	3
10	size10_2	rules_WCSS_size10_2_5	WCSS	5	rules_by_gene.tsv	G8	1	G6 | G9	2.5852	0.25232	18	0	2	1	6	0	0	0	0.666666666666667	0.9	20	2	2
10	size10_2	rules_WCSS_size10_2_5	WCSS	5	rules_by_gene.tsv	G9	1	G9 | (G10 & G7)	2.6015	0.23596	18	0	2	0	7	0	0	0	0.777777777777778	0.9	20	2	2
10	size10_2	rules_WCSS_size10_2_5	WCSS	5	rules_by_gene.tsv	G10	1	G1 | G10 | G4	2.3179	0.369585	15	0	2	0	7	0	0	0	0.777777777777778	0.75	20	5	2
