rank	expression	n_correct	n_regulators	regulator_penalty	regulators	n_unique_regulators	repetition	mlp_loss
1	G4 | G7 | ~G10	19	3	0.0	G10, G4, G7	3	6	0.15111845341375588
2	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
3	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
4	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
5	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
6	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
7	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
8	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
9	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
10	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
11	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
12	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
13	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
14	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
15	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
16	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
17	G1 | G4 | G7	19	3	0.0	G1, G4, G7	3	6	0.506268370980084
18	G1 | G7	18	2	0.0	G1, G7	2	6	0.511992678637063
19	G1 | G7	18	2	0.0	G1, G7	2	6	0.5906416308454963
20	G1 | G7	18	2	0.0	G1, G7	2	6	0.5906491890686049
21	G1 | G4	18	2	0.0	G1, G4	2	6	0.6671209739092382
22	G1 | G4	18	2	0.0	G1, G4	2	6	0.6671209739092382
23	G1 | G4	18	2	0.0	G1, G4	2	6	0.6671209739092382
24	G1 | G4	18	2	0.0	G1, G4	2	6	0.6671209739092382
25	G1 | G4	18	2	0.0	G1, G4	2	6	0.6671209739092382
26	G1 | G4	18	2	0.0	G1, G4	2	6	0.6671209739092382
27	G1 | G4	18	2	0.0	G1, G4	2	6	0.6671209739092382
28	G4	18	1	0.5	G4	1	6	0.6671209739092382
29	G1 | G4	18	2	0.0	G1, G4	2	6	0.6671209739092382
30	G1 | G4	18	2	0.0	G1, G4	2	6	0.6671209739092382
31	G1 | G4	18	2	0.0	G1, G4	2	6	0.6671209739092382
32	G4	18	1	0.5	G4	1	6	0.6523032891612401
33	G1 | G5 | G7	17	3	0.0	G1, G5, G7	3	6	0.20896541208838915
34	G1 | G4 | G5	16	3	0.0	G1, G4, G5	3	6	0.3961566149033642
35	G1 | G3	16	2	0.0	G1, G3	2	6	0.7655975292878805
36	G1 | G3	16	2	0.0	G1, G3	2	6	0.7655975292878805
37	G4 | G8	16	2	0.0	G4, G8	2	6	0.8546653009613902
38	G4 | G9	15	2	0.0	G4, G9	2	6	0.4011174644746519
39	G1 & G4	15	2	0.0	G1, G4	2	6	0.6671209739092382
40	G2 | G4	15	2	0.0	G2, G4	2	6	0.7267279156163465
41	G1	15	1	0.5	G1	1	6	0.6754638729547229
42	G1	15	1	0.5	G1	1	6	0.6754638729547229
43	G1	15	1	0.5	G1	1	6	0.6754638729547229
44	True	12	1	0.5	True	1	6	0.6671209739092382
45	G3	12	1	0.5	G3	1	6	0.8630217014211156
46	G1 | ~G7	9	2	0.0	G1, G7	2	6	0.5906491890686049
47	G5	8	1	0.5	G5	1	6	1.6016699328453319
48	G3 | (~G1 & ~G4)	6	3	0.0	G1, G3, G4	3	6	0.3448746066312145
49	~G7	2	1	0.5	G7	1	6	0.34823245860855734
50	~G4	2	1	0.5	G4	1	6	0.6523032891612401
