Gene	Position	Rule	Correct	N_Regulators	MSE	Score
G1	1	G40 | (G27 & G54)	19	3	0.283270	2.6042
G1	2	G24 | (G40 & G54)	20	3	0.520191	2.4173
G1	3	G40	19	1	0.260549	2.1270
G2	1	G89 | (G20 & G58)	20	3	0.255579	2.6819
G2	2	G20 | G89	19	2	0.434978	2.4525
G2	3	G89 | (G20 & G70) | (G20 & G86)	19	4	0.202975	2.1845
G2	4	G20	19	1	0.412643	1.9749
G3	1	G21 & G90 & ~G18	18	3	0.433827	2.4037
G3	2	G21 & G90	18	2	0.710915	2.1266
G3	3	G21 & (~G18 | ~G44 | ~G89)	17	4	0.516083	1.7714
G4	1	~G89 | (~G69 & ~G99)	18	3	0.497336	2.3402
G4	2	~G89 | ~G99	18	2	0.756966	2.0805
G5	1	G47 | G89	18	2	0.688792	2.1487
G5	2	G89 | (G28 & G47)	17	3	0.789981	1.9975
G5	3	G47 | G61	17	2	1.037645	1.7875
G6	1	G20 & ~G85	20	2	0.381180	2.5563
G6	2	G18 & G20	19	2	0.600911	2.2866
G7	1	G75 & G90 & G95	20	3	0.134563	2.8029
G7	2	G75 & G77 & G90 & G95	20	4	0.125314	2.3122
G7	3	G90 & G94	19	2	0.599223	2.2883
G7	4	G64 & G75 & G9 & G95	19	4	0.243003	2.1445
G7	5	G75 & G93	19	2	0.841345	2.0462
G7	6	G30 & G75 & G77 & G90 & G95	19	5	0.023526	1.9265
G7	7	G24 & G30 & G77 & G8 & G90	19	5	0.054585	1.8954
G7	8	G30 & G39 & G75 & G90 & G95	19	5	0.076546	1.8735
G7	9	G22 & G49 & G77 & G84 & ~G27	19	5	0.150710	1.7993
G7	10	G22 & G6 & G75 & G77 & G90	19	5	0.533018	1.4170
G8	1	G20 & G5	20	2	0.550629	2.3869
G8	2	G20	19	1	0.528916	1.8586
G9	1	G29	19	1	0.048379	2.3391
G10	1	~G32	19	1	0.423464	1.9640
G10	2	G69	20	1	0.568632	1.8689
G11	1	G54	20	1	0.318155	2.1193
G12	1	G11 | (G16 & G71)	20	3	0.094080	2.8434
G12	2	G11 | (G29 & G55)	19	3	0.114571	2.7729
G12	3	G11 | G50	19	2	0.153620	2.7339
G12	4	G11 | G29	19	2	0.183308	2.7042
G12	5	G11 | G71	19	2	0.200695	2.6868
G12	6	G11 | (G29 & G46 & G71)	20	4	0.119654	2.3178
G12	7	G11	19	1	0.102676	2.2848
G13	1	~G54	20	1	0.446132	1.9914
G14	1	G80 | G89 | ~G12	19	3	0.491479	2.3960
G14	2	G89 | ~G12	19	2	0.505725	2.3818
G15	1	G5 | (G19 & G66)	17	3	0.417062	2.3704
G15	2	G5 | (G16 & G43)	17	3	0.599388	2.1881
G15	3	G5 | (G43 & G60)	17	3	0.690120	2.0974
G15	4	G5 | (G16 & G43 & G66)	18	4	0.852902	1.4846
G15	5	G5 | (G43 & G60 & G66)	18	4	0.938665	1.3988
G16	1	G78 | ~G68	20	2	0.493615	2.4439
G17	1	G13 & (G27 | G48)	19	3	0.207706	2.6798
G17	2	G13	19	1	0.265750	2.1217
G17	3	G13 | (G18 & G48) | (G45 & G48)	18	4	0.262667	2.0748
G18	1	G20 & G36 & G91	20	3	0.064634	2.8729
G18	2	G91 & (G31 | G66)	20	3	0.185349	2.7522
G18	3	G91 & (G31 | G66) & (G50 | G66)	20	4	0.294968	2.1425
G18	4	G91 & (G31 | G66) & (G66 | G7)	20	4	0.298050	2.1394
G18	5	G91	19	1	0.447065	1.9404
G18	6	G91 & (G26 | G3 | G31) & (G26 | G3 | G50)	20	5	0.079159	1.9208
G19	1	G11 | ~G32	20	2	0.188054	2.7494
G19	2	~G32	20	1	0.194015	2.2435
G19	3	G11	19	1	0.262139	2.1254
G20	1	G5 & (G73 | G8)	20	3	0.185557	2.7519
G20	2	G30 | (G5 & G8)	19	3	0.162585	2.7249
G20	3	G5 & G8	19	2	0.768686	2.1188
G21	1	G17 & (G16 | G77)	18	3	0.211666	2.6258
G21	2	G17 | (G16 & G77)	17	3	0.211666	2.5758
G21	3	G17 | G22	17	2	0.381292	2.4062
G21	4	G17 & (G16 | G8)	18	3	0.553482	2.2840
G21	5	G16 & G17	17	2	0.609507	2.1780
G21	6	G17	18	1	0.211666	2.1258
G22	1	G38 & (G71 | G97)	19	3	0.360572	2.5269
G22	2	G97 & (G38 | G87)	18	3	0.771886	2.0656
G22	3	G38 & G97	18	2	1.251663	1.8375
G22	4	G38 & (G71 | G97) & (G77 | G97)	19	4	0.579787	1.8077
G22	5	G38 & G97 & (G71 | G77)	18	4	0.579787	1.7577
G23	1	G34 & G90 & G93	19	3	0.109955	2.7775
G23	2	G15 & G90 & G93	19	3	0.463738	2.4238
G23	3	G16 & G90 & G93	19	3	0.513331	2.3742
G23	4	G90 & G93	19	2	0.531534	2.3560
G23	5	G29 & G90 & G93	18	3	0.529440	2.3081
G23	6	G34 & G93	18	2	0.543142	2.2944
G23	7	G13 & G93	18	2	0.670703	2.1668
G23	8	G13 & G15 & G34 & G93	18	4	0.448863	1.8886
G23	9	G1 & G62 & G87 & G93	18	4	0.563460	1.7740
G23	10	G34 & G8 & G93 & (G15 | G99)	18	5	0.297563	1.6024
G24	1	G37 | G64 | G80	18	3	0.239806	2.5977
G24	2	G3 | G37	17	2	0.409735	2.3778
G24	3	G37 | G80 | G85	18	3	0.472006	2.3655
G24	4	G37 | G80	18	2	0.499303	2.3382
G24	5	G37	18	1	0.489128	1.8484
G25	1	G4 & G40 & G76	16	3	0.426077	2.3114
G25	2	G4 & G76	16	2	0.732448	2.0051
G25	3	G40 & G76	17	2	0.906270	1.8812
G25	4	G29 & G76	16	2	1.211653	1.7375
G25	5	G4 & G40 & G58 & G76	16	4	0.644186	1.5933
G26	1	G68	20	1	0.128275	2.3092
G27	1	~G31	18	1	0.536112	1.8014
G27	2	~G35	17	1	0.686742	1.6008
G28	1	G28 | (G5 & G56)	18	3	0.076135	2.7614
G28	2	G28 & (G5 | G56)	18	3	0.076135	2.7614
G28	3	G56 | (G28 & G5)	18	3	0.076135	2.7614
G28	4	G28 | (G29 & G56)	18	3	0.247867	2.5896
G28	5	G28 | G56	18	2	0.441639	2.3959
G28	6	G28	18	1	0.441639	1.8959
G29	1	G40 & (G12 | G29)	19	3	0.148235	2.7393
G29	2	G29 & (G40 | G55)	19	3	0.294242	2.5933
G29	3	G29 & G40	19	2	0.489659	2.3978
G29	4	G29	18	1	0.718961	1.6185
G30	1	G5 & G8 & G91	19	3	0.094719	2.7928
G30	2	G8 & G91	19	2	0.161346	2.7262
G30	3	G91	18	1	0.253612	2.0839
G31	1	G16 & G35 & G58	19	3	0.262503	2.6250
G31	2	G35 & G58 & G70 & G8	18	4	0.119834	2.2177
G31	3	G35 & G58	19	2	0.692111	2.1954
G31	4	G16 & G52 & G79	18	3	0.691498	2.1460
G31	5	G16 & G35 & G44 & G57 & G58	18	5	0.161835	1.7382
G32	1	G2 & (G13 | G90)	19	3	0.027126	2.8604
G32	2	G2 | (G13 & ~G90)	19	3	0.027126	2.8604
G32	3	G13 & G2	19	2	0.298126	2.5894
G32	4	G2 & G75	19	2	0.351569	2.5359
G32	5	G2	19	1	0.027126	2.3604
G32	6	G2 & (G28 | G3) & (G3 | G96)	18	4	0.182347	2.1552
G32	7	G2 & (G1 | G13 | G17 | G90)	19	5	0.028936	1.9211
G33	1	~G53 | (~G19 & ~G38)	20	3	0.157162	2.7803
G33	2	~G53 | (~G19 & ~G23)	20	3	0.163796	2.7737
G33	3	~G53 | (G59 & ~G19)	20	3	0.199921	2.7376
G33	4	~G19 | ~G53	20	2	0.292404	2.6451
G33	5	~G19	19	1	0.680410	1.7071
G34	1	G48 | (G57 & G96)	20	3	0.088863	2.8486
G34	2	G32 | G48 | G96	20	3	0.162458	2.7750
G34	3	G32 | G48	20	2	0.351374	2.5861
G34	4	G48 | G96	20	2	0.405676	2.5318
G34	5	G48	19	1	0.290967	2.0965
G34	6	G48 | G96 | (G31 & G86)	20	4	0.370292	2.0672
G34	7	G48 | (G57 & G96) | (G86 & G96)	20	4	0.379657	2.0578
G34	8	G48 | (G44 & G52 & G57) | (G44 & G52 & G86)	19	5	0.164203	1.7858
G34	9	G48 | (G57 & G7 & G72) | (G7 & G72 & G78)	19	5	0.206084	1.7439
G35	1	G3 & G79 & ~G69	19	3	0.384725	2.5028
G35	2	G3 & G57 & G79 & ~G69	19	4	0.044138	2.3434
G35	3	G55 & G79 & ~G69	18	3	0.549983	2.2875
G35	4	G35	18	1	0.376988	1.9605
G36	1	G26	18	1	0.215385	2.1221
G36	2	~G34	19	1	0.426181	1.9613
G36	3	~G48	18	1	0.380869	1.9566
G36	4	~G16	18	1	0.544988	1.7925
G37	1	G21 | G48	19	2	0.085184	2.8023
G37	2	G48 | G7	20	2	0.168722	2.7688
G37	3	G48 | G80	20	2	0.199948	2.7376
G37	4	G48	20	1	0.134273	2.3032
G38	1	~G26 | (~G38 & ~G67)	19	3	0.125261	2.7622
G38	2	~G26 | ~G67	19	2	0.137589	2.7499
G38	3	~G26	19	1	0.100071	2.2874
G38	4	G34	18	1	0.291974	2.0455
G38	5	~G36	19	1	0.640946	1.7466
G39	1	G28 | G73 | G85	17	3	0.854894	1.9326
G39	2	G28 | G52 | G85	17	3	1.085640	1.7875
G39	3	G28 | G73	16	2	1.041469	1.7375
G39	4	G28 | G85	16	2	1.113962	1.7375
G39	5	G28	16	1	1.095628	1.2375
G40	1	G40 | ~G20 | ~G26	20	3	0.233265	2.7042
G40	2	G33 | ~G20 | ~G26	19	3	0.215465	2.6720
G40	3	G31 | ~G20 | ~G26	19	3	0.348285	2.5392
G40	4	~G20 | ~G26	20	2	0.406831	2.5307
G40	5	G40 | ~G10 | ~G20 | ~G81	19	4	0.367012	2.0205
G41	1	~G92 | (G75 & ~G41)	18	3	0.801931	2.0356
G42	1	~G39 & (G31 | G60)	17	3	0.531537	2.2560
G42	2	~G39 | (G31 & G60)	16	3	0.531537	2.2060
G42	3	~G39	16	1	1.500338	1.2375
G43	1	~G32 | (G38 & G68)	20	3	0.143566	2.7939
G43	2	G69 | ~G32	19	2	0.175129	2.7124
G43	3	~G32	20	1	0.209070	2.2284
G44	1	G78 | G96	17	2	0.880531	1.9070
G45	1	G58 & (G76 | G88)	17	3	1.473832	1.7875
G45	2	G25 | (G58 & ~G62)	16	3	1.236735	1.7375
G46	1	G13 & (G22 | G59)	18	3	0.265720	2.5718
G46	2	G20 & (G23 | G38)	18	3	0.295977	2.5415
G46	3	G23 | (G20 & G38)	18	3	0.295977	2.5415
G46	4	G13 & G59	17	2	0.538725	2.2488
G47	1	G76 | (G79 & G96)	17	3	0.841529	1.9460
G47	2	G76 | (G50 & G96) | (G75 & G96)	16	4	0.793228	1.4443
G47	3	G76 | (G10 & G96) | (G39 & G96)	16	4	0.811559	1.4259
G48	1	G87 & (G48 | G8)	20	3	0.049617	2.8879
G48	2	G48 & G87	19	2	0.192222	2.6953
G48	3	G87 | (G26 & G48 & G60)	19	4	0.117252	2.2702
G48	4	G87 | (G26 & G60 & G88)	19	4	0.132992	2.2545
G48	5	G87	19	1	0.167034	2.2205
G49	1	G11 & G26 & G73	17	3	0.363743	2.4238
G49	2	G11 & G20 & G51	17	3	0.783108	2.0044
G49	3	G11 & G20	17	2	0.815056	1.9724
G49	4	G11 & G15 & G51	18	3	1.198097	1.8375
G50	1	~G42 & ~G75 & ~G8	18	3	0.479613	2.3579
G50	2	~G42 & ~G75	18	2	0.579954	2.2575
G50	3	~G75	17	1	0.580897	1.7066
G50	4	~G8	17	1	0.608124	1.6794
G51	1	G67 & (G48 | ~G86)	19	3	0.212931	2.6746
G51	2	G67 & ~G86	18	2	0.545339	2.2922
G51	3	G67 & (~G49 | ~G86)	19	3	0.651774	2.2357
G51	4	G67 & (~G12 | ~G86)	19	3	0.768561	2.1189
G52	1	G6 | G82	18	2	0.443677	2.3938
G52	2	G6 | (G76 & G82)	17	3	0.443677	2.3438
G53	1	G54	20	1	0.294916	2.1426
G54	1	~G8	20	1	0.276714	2.1608
G54	2	~G20	19	1	0.402780	1.9847
G55	1	G13 | G18	20	2	0.118673	2.8188
G55	2	G13 | (G12 & G18)	20	3	0.118673	2.8188
G55	3	G13 | G18 | G91	20	3	0.189698	2.7478
G55	4	G13 | (G18 & G26)	20	3	0.190674	2.7468
G55	5	G13 | G18 | G86	20	3	0.241193	2.6963
G55	6	G18 | G86	19	2	0.247727	2.6398
G55	7	G13 | G18 | G75 | G86	20	4	0.180480	2.2570
